id,curr_age,gender,ann_income,dt_maint,age_car,income_bracket,purchasing_probability_pct,pur_prediction
42688B60DC,33,1,976154.0,2018-03-05,483,Medium,67.56,0
87101U05KI,33,1,584188.0,2017-04-29,793,Low,83.61,1
91359A72PQ,48,0,1127307.0,2018-09-24,280,Medium,52.48,0
80058I67AO,52,1,490225.0,2017-04-14,808,Low,80.12,1
37577K28PT,40,0,1480492.0,2017-02-18,863,High,95.13,1
33310D44OG,55,1,791403.0,2017-12-31,547,Low,64.07,0
50342V90RF,29,0,1001111.0,2018-08-04,331,Medium,59.57,0
66082R43SH,59,1,364692.0,2016-10-04,1000,Low,88.0,1
27874E29IN,49,0,989813.0,2018-12-14,199,Medium,40.42,0
42075V00IJ,46,0,1027032.0,2018-04-17,440,Medium,66.51,0
09863S41AF,55,0,458596.0,2018-03-31,457,Low,52.14,0
21760K14OY,34,0,975932.0,2018-09-30,274,Medium,51.77,0
31137O89DG,37,0,1609224.0,2017-02-14,867,High,95.9,1
19251N03CK,41,1,842494.0,2018-07-13,353,Low,49.28,0
61264K26BW,56,1,410080.0,2018-08-25,310,Low,30.87,0
84538E64EK,31,0,926883.0,2018-11-24,219,Low,45.62,0
27295Y09UA,52,0,532237.0,2018-12-13,200,Low,29.34,0
06771I21AP,50,0,1839393.0,2018-03-30,458,High,82.35,1
60908I54RB,34,1,1172382.0,2016-11-19,954,Medium,94.71,1
69886E79ST,53,1,1306421.0,2016-11-16,957,Medium,94.43,1
00464C24GK,65,1,1338360.0,2017-05-24,768,High,87.5,1
27283M98BJ,31,1,864792.0,2019-04-02,90,Low,26.98,0
11500U93ZZ,49,0,1815348.0,2018-03-01,487,High,83.86,1
72980I18AB,53,0,1569310.0,2019-02-16,135,High,47.22,0
10596O66HK,28,0,1361399.0,2019-06-21,10,High,36.0,0
77428N65BK,48,0,1379409.0,2018-04-07,450,High,74.33,0
63696Y38LJ,53,0,702069.0,2019-02-02,149,Low,28.29,0
57707V53UU,32,1,1127355.0,2017-08-30,670,Medium,84.25,1
98035B79YI,55,1,1962904.0,2018-07-20,346,High,71.62,0
65392O16NH,45,0,1847201.0,2018-04-23,434,High,81.78,1
17657U42PT,40,0,1448136.0,2018-02-23,493,High,80.18,1
76928K34NS,55,0,810958.0,2017-03-16,837,Low,88.35,1
08298L14YQ,50,0,1839086.0,2018-09-26,278,High,68.78,0
23598E07PQ,33,0,1345462.0,2018-12-01,212,High,54.91,0
36194T91SD,55,0,567545.0,2019-01-28,154,Low,25.6,0
98807W18EE,37,1,1210557.0,2019-04-09,83,Medium,32.32,0
17908Z24VG,28,1,844806.0,2018-04-18,439,Low,61.56,0
29719S00LB,39,1,1468041.0,2017-03-20,833,High,93.25,1
16012B40SM,32,0,1062155.0,2018-03-22,466,Medium,72.71,0
59053A68VW,55,1,965800.0,2018-03-14,474,Medium,61.08,0
03458D88ZC,36,0,1782350.0,2018-10-07,267,High,69.77,0
20239L77BR,55,0,416666.0,2018-07-12,354,Low,40.47,0
80926D01PX,42,1,1519961.0,2018-08-11,324,High,62.83,0
64994L48PG,63,1,1203634.0,2019-01-15,167,Medium,33.76,0
08074T33TL,42,1,1107203.0,2017-07-21,710,Medium,84.77,1
34133Z87HI,39,1,1480118.0,2018-09-14,290,High,59.27,0
64164Y56AZ,33,0,751581.0,2017-09-28,641,Low,79.97,1
15825S95WR,37,1,1101645.0,2018-11-07,236,Medium,44.73,0
07350Q16ZC,28,1,591890.0,2018-05-05,422,Low,53.6,0
39806T21EM,61,1,1718402.0,2018-06-22,374,High,67.5,0
99430T03JB,46,0,1831971.0,2018-11-18,225,High,64.67,0
59132L60MO,44,1,1501413.0,2017-12-07,571,High,81.97,1
47332I59QL,45,1,1404758.0,2018-11-02,241,High,50.76,0
25972O88XK,38,1,1481231.0,2017-03-26,827,High,93.25,1
00383N46OK,34,0,1384680.0,2017-08-25,675,High,89.62,1
73890H37AA,62,0,464376.0,2019-06-09,22,Low,14.23,0
79404G84VR,57,1,1143320.0,2017-10-16,623,Medium,77.38,1
04175H64TW,54,0,1968571.0,2018-03-10,478,High,84.71,1
05792G44YO,32,0,1095542.0,2018-03-04,484,Medium,74.81,0
12434B81RT,43,1,952747.0,2019-06-06,25,Medium,21.32,0
95420V43JJ,46,1,1230429.0,2017-07-30,701,Medium,85.33,1
19814L88YO,28,0,846877.0,2019-01-08,174,Low,39.84,0
25050V17LM,36,0,1530796.0,2016-09-21,1013,High,97.57,1
21301H39PU,32,0,952925.0,2018-05-29,398,Medium,64.24,0
70430S08CB,29,1,850075.0,2018-07-02,364,Low,53.82,0
88417T21RR,39,1,832325.0,2018-04-18,439,Low,58.44,0
59637K36EZ,59,0,413320.0,2017-05-29,763,Low,78.12,1
63954U96YK,32,1,756800.0,2019-05-10,52,Low,21.86,0
43561J03LQ,27,0,1041690.0,2019-04-07,85,Medium,36.0,0
29767X78OU,34,1,715904.0,2019-01-26,156,Low,28.84,0
51470D27MQ,44,1,948877.0,2019-03-11,112,Medium,27.73,0
29338I79ZT,53,1,946542.0,2018-12-17,196,Medium,33.04,0
94297K78IT,25,1,972500.0,2018-02-24,492,Medium,70.12,0
12980J20OT,41,0,1394217.0,2019-03-18,105,High,42.92,0
34184P28ZC,40,0,1766025.0,2019-03-13,110,High,53.06,0
99419R19RN,59,1,951802.0,2019-03-10,113,Medium,24.76,0
32612F27TF,44,0,1731355.0,2018-05-15,412,High,78.64,1
97924J30JH,42,1,1330934.0,2019-05-08,54,High,31.18,0
58208X27DX,58,1,905154.0,2018-11-05,238,Low,34.83,0
91629Y55SR,61,0,1294292.0,2019-01-06,176,Medium,42.46,0
18116Q93JP,65,0,1735964.0,2019-03-26,97,High,44.29,0
96811X81DR,55,1,1416401.0,2019-02-19,132,High,37.3,0
90160V78KE,44,1,1184155.0,2018-03-11,477,Medium,69.03,0
92327L93NO,42,1,1379560.0,2018-08-08,327,High,59.76,0
07469V22SS,25,0,636423.0,2018-08-22,313,Low,49.66,0
22426Z12ZC,65,1,1445136.0,2019-01-10,172,High,39.41,0
57944I41ZU,64,0,1987294.0,2018-06-15,381,High,77.2,1
55012Q96DF,47,1,1287646.0,2018-10-26,248,Medium,47.99,0
19895K39AN,60,1,1702240.0,2018-03-29,459,High,74.64,0
79946Z53EH,54,0,472211.0,2019-05-08,54,Low,17.23,0
73092W55WQ,32,1,1091312.0,2018-11-29,214,Medium,43.53,0
91405S50OX,62,0,1250509.0,2017-02-02,879,Medium,92.9,1
98584E49AY,51,1,1719841.0,2018-02-28,488,High,78.83,1
20498H06GK,27,0,1272399.0,2017-11-16,592,Medium,85.46,1
20619N65TK,59,0,641631.0,2017-02-17,864,Low,87.27,1
14435V13YO,38,0,985802.0,2019-03-24,99,Medium,33.37,0
33499X17KD,27,0,746253.0,2018-07-09,357,Low,56.45,0
14533V84VW,54,0,1779262.0,2018-06-06,390,High,76.01,1
49094I42EC,60,0,650456.0,2018-10-21,253,Low,34.89,0
81210K30FL,25,0,967494.0,2018-03-26,462,Medium,71.96,0
66408G58EZ,31,1,535661.0,2018-08-31,304,Low,39.25,0
88602R28EN,57,1,551591.0,2019-06-25,6,Low,12.56,0
80033B47JI,47,0,1385496.0,2018-07-03,363,High,67.2,0
71914R00FV,59,1,1802006.0,2019-04-22,70,High,39.41,0
54482K20BT,59,1,1234912.0,2018-07-16,350,Medium,54.07,0
38149L16HZ,28,0,1353536.0,2018-07-28,338,High,68.65,0
33464G26HV,54,0,983567.0,2018-12-06,207,Medium,39.79,0
74265G21OY,33,0,1432426.0,2018-12-30,183,High,54.1,0
12534D10QM,32,0,1108965.0,2019-05-01,61,Medium,34.05,0
38021T26VC,37,0,1718377.0,2019-01-06,176,High,59.43,0
10180V35ZD,35,1,1005133.0,2018-10-03,271,Medium,46.46,0
97941L24PI,32,0,1340438.0,2018-08-18,317,High,65.48,0
18362R90WM,42,1,891455.0,2019-05-15,47,Low,22.0,0
95452Z00RB,32,0,881903.0,2018-06-28,368,Low,59.61,0
07916L11HK,39,0,987571.0,2018-09-05,299,Medium,53.33,0
86732V14PH,64,1,998169.0,2018-03-01,487,Medium,60.86,0
50596S83CY,46,1,1422465.0,2017-09-18,651,High,85.15,1
40184D26PG,59,1,1474876.0,2019-06-01,30,High,28.33,0
76932O20BD,39,0,1696410.0,2019-05-23,39,High,44.2,0
83945L18UO,41,1,913525.0,2018-11-15,228,Low,38.27,0
74329C39RH,60,0,306087.0,2018-08-05,330,Low,34.79,0
68988E35RY,40,0,1643938.0,2017-06-26,735,High,93.11,1
93415L85CD,27,0,1319176.0,2017-12-06,572,Medium,85.01,1
24122N61KT,29,1,776233.0,2018-11-18,225,Low,37.73,0
74246C67FE,50,1,1306119.0,2018-10-28,246,Medium,47.45,0
65685C01YB,45,0,1621356.0,2019-05-17,45,High,41.38,0
87722S04KD,40,1,1019623.0,2018-04-18,439,Medium,62.7,0
19630G78BO,37,0,1969497.0,2018-09-29,275,High,74.04,0
60054M14EW,32,0,1382409.0,2018-05-26,401,High,73.75,0
07527V75MI,33,0,1180520.0,2018-01-18,529,Medium,79.44,1
89595J16IQ,28,0,672879.0,2017-11-30,578,Low,74.95,0
98147F51EI,31,1,873489.0,2018-03-20,468,Low,64.31,0
92014B67KJ,32,0,1298939.0,2018-07-07,359,Medium,68.43,0
78895Z95OS,52,1,1314662.0,2017-10-29,610,Medium,80.26,1
71383M31LC,53,1,867655.0,2018-03-20,468,Low,58.6,0
77708N91WG,26,1,941490.0,2019-03-11,112,Low,31.58,0
89725B12PM,56,0,781068.0,2018-04-10,447,Low,58.9,0
63901V18YG,57,1,324405.0,2017-01-26,886,Low,81.79,1
81934Z21XA,43,0,1899443.0,2018-05-24,403,High,80.95,1
71679N37WE,25,1,680057.0,2019-04-19,73,Low,23.34,0
37817U19LH,62,1,928250.0,2018-06-13,383,Low,48.96,0
26261H30UM,46,1,833221.0,2017-07-10,721,Low,80.88,1
76935Q79AM,39,0,1679383.0,2018-03-06,482,High,83.15,1
33053I63BU,50,1,1373155.0,2018-08-25,310,High,55.79,0
28159C01IY,32,1,868489.0,2019-02-11,140,Low,31.13,0
17193R71JQ,64,0,1664576.0,2018-09-13,291,High,62.66,0
40556K61HL,63,0,944917.0,2019-04-09,83,Low,25.6,0
79232Y57XK,33,0,1042417.0,2016-10-14,990,Medium,95.83,1
90186D36WS,33,0,678967.0,2019-02-10,141,Low,31.58,0
12427M49AX,50,1,991801.0,2018-10-16,258,Medium,40.85,0
49733G32DV,35,1,860952.0,2018-09-02,302,Low,46.04,0
68415N39XC,54,0,1834501.0,2019-04-22,70,High,46.89,0
47067X82ZV,57,1,1534913.0,2019-01-14,168,High,43.28,0
70532E83XF,37,1,1218301.0,2018-02-23,493,Medium,72.66,0
74824Q72GS,34,0,1074010.0,2018-05-31,396,Medium,66.35,0
67159Q26MY,65,0,1091653.0,2018-06-07,389,Medium,58.32,0
13412C00FF,28,1,504934.0,2017-06-19,742,Low,80.06,1
22587N74SQ,44,1,1214589.0,2018-10-05,269,Medium,49.13,0
43005K05HR,37,1,934484.0,2019-05-17,45,Low,23.56,0
73120S72EY,60,0,1099233.0,2018-05-20,407,Medium,61.59,0
94413U23TO,36,1,858675.0,2017-09-06,663,Low,79.14,1
45744X00FT,61,0,1702641.0,2017-10-23,616,High,87.47,1
34009L57TD,36,1,1285864.0,2018-01-08,539,Medium,77.7,1
81637T50TJ,47,1,1083193.0,2018-10-22,252,Medium,43.28,0
34284E69CK,36,0,936641.0,2018-09-15,289,Low,51.81,0
20980B61US,39,0,933859.0,2018-05-04,423,Low,64.47,0
48375V74XL,33,1,694583.0,2017-12-07,571,Low,69.33,0
77232O92CN,62,1,1313678.0,2017-10-14,625,Medium,79.53,1
09442V24VD,25,0,1196635.0,2018-07-18,348,Medium,66.8,0
52750R97BW,45,0,1168113.0,2018-02-22,494,Medium,74.36,0
05504I56IX,55,0,1918236.0,2018-05-20,407,High,79.48,1
90906X07JP,64,1,1495299.0,2017-07-28,703,High,86.35,1
84701Z46VQ,54,1,1586058.0,2018-08-14,321,High,61.09,0
14704V87HO,42,1,854691.0,2019-03-06,117,Low,26.68,0
81446E38OF,44,1,1280924.0,2018-05-11,416,Medium,65.59,0
81675I08PL,49,0,1492448.0,2018-12-13,200,High,53.11,0
72830M38WZ,29,0,801886.0,2018-11-14,229,Low,44.05,0
13340O53HM,44,0,821134.0,2019-04-22,70,Low,26.06,0
47148V81DT,34,1,981841.0,2018-12-22,191,Medium,38.03,0
05540U57OY,28,1,834314.0,2019-03-18,105,Low,28.25,0
81225A33QR,54,1,1621022.0,2018-05-19,408,High,70.04,0
13925O79LL,57,0,685628.0,2018-04-07,450,Low,56.59,0
89441S93DG,44,0,1272780.0,2018-03-21,467,Medium,74.44,0
34761A56OV,37,1,1124489.0,2018-12-18,195,Medium,41.11,0
89995F15NY,38,1,1346296.0,2018-06-29,367,High,63.9,0
05889T97YB,31,0,932478.0,2016-11-29,944,Low,94.54,1
97760W79EU,56,0,941503.0,2019-05-28,34,Low,23.16,0
20864F85TB,51,0,1525953.0,2018-08-09,326,High,65.98,0
06189K54NB,52,1,1867879.0,2019-02-03,148,High,50.91,0
84022N74FO,51,0,411075.0,2017-09-14,655,Low,71.22,0
52183R91OJ,59,0,900092.0,2017-07-21,710,Low,82.41,1
02891T02SI,46,0,893700.0,2018-07-07,359,Low,55.32,0
53263X15DJ,55,1,1805969.0,2018-04-25,432,High,75.5,1
19127Y08SE,53,0,914830.0,2016-10-07,997,Low,94.37,1
41537T81EQ,31,1,1009083.0,2018-01-21,526,Medium,72.47,0
13768R73HP,59,1,330331.0,2019-01-01,181,Low,18.9,0
75987G18AH,44,0,1647752.0,2018-01-11,536,High,85.02,1
90414G19GF,57,1,1640198.0,2018-02-19,497,High,76.98,1
78323R44DT,39,1,952718.0,2018-02-19,497,Medium,66.91,0
02245W10RI,35,0,698049.0,2018-02-15,501,Low,67.38,0
38341D48XC,50,0,1876329.0,2019-03-05,118,High,54.01,0
71332T80LK,41,1,944768.0,2018-11-02,241,Low,40.32,0
86551R77EA,56,0,354836.0,2018-12-15,198,Low,24.8,0
16535F45WP,30,0,674784.0,2016-12-13,930,Low,92.71,1
08484Z33JX,37,0,1801273.0,2017-05-26,766,High,94.91,1
15279G48VB,35,1,949534.0,2016-10-02,1002,Medium,94.53,1
66919D52BP,28,1,1115487.0,2018-11-23,220,Medium,45.81,0
04030T93VH,56,0,1508220.0,2016-11-14,959,High,96.19,1
87842T48OK,30,1,1129312.0,2018-07-30,336,Medium,57.64,0
92713N38EA,26,0,734521.0,2018-03-14,474,Low,67.83,0
51107Y45YR,45,1,1000978.0,2017-07-22,709,Medium,82.82,1
03563G89XY,34,0,1404275.0,2019-02-19,132,High,47.81,0
50717I72VC,57,1,305245.0,2018-06-14,382,Low,35.46,0
92162V73OY,60,1,730263.0,2018-09-30,274,Low,33.74,0
84759F00EQ,45,0,1327875.0,2018-04-28,429,High,72.22,0
32865K98QR,26,1,919234.0,2019-01-11,171,Low,36.6,0
82774V46EB,49,1,1315211.0,2018-04-16,441,Medium,67.49,0
19227X07GC,50,0,809576.0,2016-10-14,990,Low,93.8,1
17304X43AV,27,0,1290036.0,2018-04-18,439,Medium,75.98,1
62912X38ZD,45,1,1158407.0,2018-05-16,411,Medium,62.0,0
19482R49XW,62,0,801127.0,2018-06-07,389,Low,51.85,0
64849D53PA,39,1,966887.0,2019-03-10,113,Medium,29.27,0
33056A60PT,58,0,343475.0,2019-05-19,43,Low,14.33,0
85523V57UK,27,0,1030952.0,2018-07-23,343,Medium,61.99,0
21930M06NB,35,1,522739.0,2016-11-29,944,Low,89.8,1
69158C22IQ,54,0,1480859.0,2018-06-17,379,High,69.12,0
32172S17NQ,45,1,1428923.0,2018-05-20,407,High,67.85,0
87079Y43JU,57,0,1927557.0,2018-12-29,184,High,60.17,0
27074Q82MQ,53,1,1833822.0,2016-11-22,951,High,96.57,1
98255H99CJ,38,0,1699836.0,2016-10-24,980,High,97.6,1
55871I79HB,55,1,1091478.0,2019-03-18,105,Medium,27.68,0
49376C53RK,53,0,1115760.0,2017-12-26,552,Medium,76.28,1
97706P10HW,52,0,1801361.0,2018-10-12,262,High,66.01,0
91446R03MP,52,0,1728657.0,2018-01-30,517,High,83.93,1
16047M86QV,54,0,1628011.0,2019-05-24,38,High,38.54,0
61044U51XN,28,1,1012123.0,2017-04-07,815,Medium,90.09,1
38751W09LB,64,1,1818465.0,2018-09-07,297,High,61.76,0
46017E63AX,34,0,669444.0,2019-06-29,2,Low,20.21,0
48490Y10WU,25,0,1386247.0,2018-12-20,193,High,56.09,0
31663P53MB,63,1,1803307.0,2017-07-18,713,High,90.1,1
54498F94AU,43,1,1514484.0,2018-09-10,294,High,59.48,0
73623A13JN,65,1,1457249.0,2017-05-31,761,High,88.46,1
13246J65SM,32,1,986911.0,2018-02-21,495,Medium,69.11,0
12766J87II,27,0,897191.0,2018-05-09,418,Low,66.07,0
94129R03PW,42,1,1082330.0,2018-12-26,187,Medium,38.01,0
56592Z16HI,40,1,1114814.0,2018-10-31,243,Medium,44.99,0
47289C70XO,64,0,348709.0,2019-06-29,2,Low,11.73,0
15817U91AN,41,0,1578604.0,2019-01-14,168,High,54.09,0
84379U02VX,63,1,472458.0,2018-10-10,264,Low,26.71,0
13919K35ZX,55,0,1647495.0,2019-02-06,145,High,49.7,0
62315B23QL,32,0,1449246.0,2018-10-18,256,High,62.16,0
07787P80QZ,48,1,843666.0,2017-12-01,577,Low,69.66,0
92439A92KO,65,0,1079070.0,2018-10-25,249,Medium,43.53,0
05590P33XG,28,1,770234.0,2018-09-13,291,Low,44.49,0
61587E02ST,58,1,477986.0,2017-10-13,626,Low,63.61,0
41763N42LZ,29,0,732884.0,2018-11-06,237,Low,43.15,0
64388F34SX,40,0,1369764.0,2019-04-17,75,High,39.55,0
80065Y10CT,26,0,1186444.0,2018-07-07,359,Medium,67.34,0
15183O95YR,57,1,614476.0,2018-09-30,274,Low,31.86,0
27971R58CK,34,1,934827.0,2018-08-12,323,Low,50.36,0
35705H90PZ,49,1,979157.0,2017-11-23,585,Medium,72.93,0
00915R92NF,26,1,1042783.0,2019-05-08,54,Medium,28.65,0
25051Z58PE,29,0,1428633.0,2017-04-10,812,High,94.4,1
79307L56BC,59,1,490816.0,2019-06-01,30,Low,12.75,0
81193Q82XN,62,0,535076.0,2018-08-06,329,Low,39.05,0
26523E20TS,52,0,316668.0,2018-06-24,372,Low,40.91,0
21567H15GC,29,1,504283.0,2019-06-28,3,Low,15.42,0
20195P64BI,53,1,422348.0,2018-03-08,480,Low,48.68,0
69394M32TU,63,1,653036.0,2019-02-02,149,Low,21.31,0
08166R50DM,42,1,1532316.0,2018-06-11,385,High,68.82,0
82239J46TL,45,1,1149010.0,2018-03-13,475,Medium,67.85,0
10034V71YV,26,1,1006180.0,2017-11-12,596,Medium,78.75,1
12009P99SI,61,0,1453774.0,2018-03-25,463,High,74.15,0
74737P71KG,47,0,1036578.0,2018-10-28,246,Medium,46.92,0
42228S97QO,62,1,1350730.0,2019-04-23,69,High,28.43,0
55096X99VM,65,1,1957347.0,2018-04-28,429,High,76.12,1
26126O39KG,56,1,1715842.0,2018-09-29,275,High,59.13,0
24597K86DY,29,1,1007139.0,2018-03-11,477,Medium,68.63,0
48883O74DG,33,1,589648.0,2017-12-30,548,Low,64.88,0
38501Z38UK,43,0,1573095.0,2017-01-31,881,High,95.73,1
88834W13KQ,50,1,908718.0,2018-10-10,264,Low,39.43,0
62839X37WE,53,0,1877061.0,2018-03-14,474,High,83.39,1
70284S13NE,36,1,1201662.0,2018-11-18,225,Medium,46.37,0
78226J98NM,53,0,827877.0,2018-09-14,290,Low,44.64,0
28561G06SW,48,1,920450.0,2018-07-30,336,Low,47.61,0
06331V08KG,52,0,346810.0,2017-06-03,758,Low,77.89,1
19039M04BL,42,0,983176.0,2019-02-18,133,Medium,35.55,0
86066K60HJ,56,1,718930.0,2018-06-15,381,Low,45.08,0
25590M22BB,30,1,1112602.0,2018-06-02,394,Medium,63.02,0
15821X95QA,42,1,1334988.0,2019-06-27,4,High,26.97,0
47595K24RO,64,0,802769.0,2019-04-21,71,Low,21.91,0
77418V08AS,48,1,1452982.0,2017-09-23,646,High,85.01,1
65709D03CV,45,0,1246635.0,2018-06-06,390,Medium,67.06,0
06448C57MN,36,1,1142593.0,2017-08-30,670,Medium,83.88,1
84515N71XE,33,0,1056747.0,2018-02-25,491,Medium,74.42,0
19903D11QB,65,1,1837570.0,2019-05-16,46,High,36.39,0
80431K43RG,61,1,921429.0,2019-04-12,80,Low,21.4,0
51963G25HF,63,0,1161491.0,2017-12-08,570,Medium,76.54,1
80476S20HA,59,0,414106.0,2018-05-23,404,Low,44.45,0
41504K70XD,26,1,1097534.0,2018-11-07,236,Medium,47.55,0
93677Q23CV,29,1,668652.0,2016-12-22,921,Low,90.81,1
08330P30GC,50,1,1453799.0,2018-08-28,307,High,57.48,0
80176L26NC,29,1,756073.0,2018-11-11,232,Low,37.93,0
79060R55DG,51,1,1302753.0,2018-07-05,361,Medium,58.98,0
37447J89IJ,36,1,813759.0,2018-11-13,230,Low,37.35,0
98231V37CB,27,0,816796.0,2019-06-09,22,Low,25.62,0
14046Q71UI,41,1,1191504.0,2019-03-12,111,Medium,33.52,0
04453H07XI,59,1,1870770.0,2018-04-12,445,High,76.9,1
83958G35QR,49,0,1128605.0,2018-09-04,300,Medium,54.33,0
10761X91SI,45,1,1246769.0,2018-08-22,313,Medium,54.25,0
55674O55GD,61,1,1736221.0,2018-07-05,361,High,66.7,0
63041Q22DA,42,0,1934118.0,2018-09-20,284,High,73.04,0
65874L81KM,29,0,1183682.0,2019-05-30,32,Medium,33.76,0
98769V27FQ,26,0,634086.0,2019-01-14,168,Low,34.72,0
24878Y99ZD,33,1,668955.0,2018-10-03,271,Low,38.68,0
53677A23GG,28,1,597642.0,2019-05-29,33,Low,18.67,0
50622C93IR,32,1,557119.0,2018-04-18,439,Low,53.42,0
53924R15ZV,60,0,1004098.0,2018-12-11,202,Medium,38.26,0
72186I96VT,28,1,730864.0,2018-08-21,314,Low,45.87,0
02701P51IR,55,1,1729581.0,2019-05-09,53,High,37.01,0
41349Y53AK,41,0,1858526.0,2018-11-23,220,High,66.02,0
93865I82LI,27,0,951073.0,2018-07-11,355,Medium,61.26,0
48557D50JI,64,1,1172321.0,2017-06-16,745,Medium,84.46,1
19601V64RO,37,1,1035624.0,2018-10-17,257,Medium,45.24,0
97310S04BY,32,0,1208668.0,2018-12-01,212,Medium,51.73,0
95670T75OV,43,0,1073281.0,2018-08-18,317,Medium,56.28,0
63730O94ET,61,0,1552075.0,2018-03-12,476,High,76.98,1
84835L21GB,51,1,927953.0,2018-06-10,386,Low,52.2,0
62847X81UV,42,1,1440109.0,2017-08-07,693,High,87.89,1
66554U43NE,32,1,656316.0,2019-05-08,54,Low,20.3,0
63743Q11MS,30,1,542082.0,2019-06-27,4,Low,15.84,0
04944O88PW,58,0,491067.0,2019-04-18,74,Low,18.1,0
08393O34HV,51,1,1101616.0,2017-10-21,618,Medium,77.4,1
64941P46GK,27,1,693990.0,2018-08-20,315,Low,45.32,0
61737O20GG,55,0,581771.0,2017-06-24,737,Low,79.86,1
24338L75VW,53,0,602673.0,2018-12-04,209,Low,31.42,0
18460U72CS,48,1,1396139.0,2019-03-25,98,High,35.28,0
14931A97CQ,40,1,1063940.0,2018-07-24,342,Medium,53.99,0
36334X56GN,34,0,1435764.0,2018-09-06,298,High,65.39,0
15757T55UF,25,0,1437417.0,2018-06-14,382,High,74.73,0
87816N47IV,38,0,850596.0,2018-07-02,364,Low,56.87,0
05077E98GH,50,1,1120447.0,2018-03-06,482,Medium,66.68,0
03279Q95SP,35,0,1444964.0,2019-05-13,49,High,40.06,0
83057K46EN,31,1,892233.0,2018-10-22,252,Low,42.73,0
29445O33BQ,50,0,1093489.0,2019-05-11,51,Medium,28.69,0
72135M49QF,35,0,1282699.0,2017-08-08,692,Medium,89.22,1
29909C62QS,58,1,326362.0,2018-06-17,379,Low,34.93,0
53008M87RF,36,0,1508827.0,2019-03-29,94,High,45.97,0
10933O52GS,59,0,1794325.0,2019-06-12,19,High,39.38,0
41935V08UX,33,0,740167.0,2019-01-29,153,Low,34.05,0
79383C72TZ,60,1,1816610.0,2017-11-15,593,High,85.24,1
87202Z22VE,44,1,1468917.0,2018-12-27,186,High,46.92,0
79659B31SR,62,0,1182574.0,2018-11-22,221,Medium,44.02,0
63636F59NP,29,0,1410179.0,2018-03-22,466,High,79.64,1
24527R76KJ,28,0,1128987.0,2018-10-21,253,Medium,55.04,0
08648S45FQ,43,0,1869046.0,2019-02-17,134,High,57.32,0
09317A04NS,43,0,1338667.0,2018-03-15,473,High,76.34,1
38645B27XT,32,0,975188.0,2019-05-25,37,Medium,28.98,0
33200H12YE,42,0,1533818.0,2019-03-01,122,High,47.91,0
41827P96QY,31,0,1291680.0,2017-09-10,659,Medium,88.36,1
19139K94RF,25,0,643897.0,2018-10-28,246,Low,42.91,0
35910T48OT,31,0,1232794.0,2019-04-17,75,Medium,38.54,0
41435P87FR,47,1,937131.0,2018-10-23,251,Low,39.59,0
90579E89DQ,29,0,1405287.0,2018-09-17,287,High,64.86,0
17789V12AA,39,1,1105212.0,2019-01-01,181,Medium,38.73,0
35750D88VM,31,1,500007.0,2018-09-28,276,Low,35.68,0
64812M77SH,60,1,1308873.0,2018-10-03,271,Medium,47.45,0
53143R05GT,28,0,1421954.0,2018-09-05,299,High,66.61,0
49169Z67QI,57,1,1938778.0,2019-02-23,128,High,49.28,0
50233Z27RB,57,0,599920.0,2019-06-10,21,Low,16.66,0
08110W20IZ,50,0,1543011.0,2018-06-17,379,High,71.33,0
22627P86TV,48,0,977891.0,2018-07-09,357,Medium,56.69,0
68063K85GE,62,0,1575150.0,2017-01-26,886,High,94.93,1
82302M19DU,47,1,818401.0,2018-04-06,451,Low,57.23,0
03076I58FF,48,0,1732327.0,2018-07-22,344,High,72.68,0
63005M25CZ,30,0,808164.0,2019-05-23,39,Low,26.2,0
78623C88KD,63,0,1191955.0,2017-07-05,726,Medium,86.57,1
39216I05DG,51,1,608772.0,2018-04-04,453,Low,51.11,0
29642N71XM,30,1,609165.0,2018-05-04,423,Low,53.6,0
47389E31RT,61,0,1919074.0,2019-04-06,86,High,48.82,0
63567W41MS,55,0,899160.0,2016-10-10,994,Low,94.1,1
48160A42FR,41,0,1621571.0,2018-07-24,342,High,71.76,0
55900X03MZ,41,0,867343.0,2018-12-31,182,Low,37.82,0
72370G73XS,37,0,848667.0,2018-02-20,496,Low,69.75,0
90960H94WZ,50,1,868823.0,2018-12-09,204,Low,32.75,0
25935P28RD,52,0,1311754.0,2018-10-02,272,Medium,55.23,0
28515H75UJ,52,1,1765633.0,2019-06-19,12,High,34.66,0
59108E86NZ,28,0,1424688.0,2018-09-06,298,High,66.58,0
03399D09FL,39,1,1576915.0,2018-12-19,194,High,51.82,0
15833O07BT,56,1,370855.0,2019-03-18,105,Low,15.44,0
79146P43BE,36,0,875962.0,2019-02-03,148,Low,35.97,0
03972A20LP,55,0,1558081.0,2018-08-28,307,High,63.95,0
79131B76ZQ,59,1,471727.0,2018-03-23,465,Low,46.76,0
36848S56PT,42,0,1986322.0,2019-01-23,159,High,62.91,0
89321B29AN,43,0,863757.0,2018-10-05,269,Low,46.02,0
29432K04MW,43,0,1084480.0,2018-05-15,412,Medium,65.92,0
98799S52WH,37,1,1122819.0,2019-06-02,29,Medium,25.86,0
05065H90NA,28,0,675036.0,2018-04-19,438,Low,62.58,0
96674E65XN,34,1,578449.0,2018-01-07,540,Low,63.61,0
20291A04CI,44,0,1901348.0,2019-01-29,153,High,59.77,0
