ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
50817T86HP,44,F,"  1,174,926 ",4/2/2018
02702R61XU,53,M,"  564,633 ",11/11/2018
80532Z14ZP,57,F,"  1,118,302 ",5/22/2019
01727L34RV,32,F,"  890,427 ",3/4/2019
95079R41BZ,41,M,"  1,131,147 ",2/3/2019
23800Y13FE,57,M,"  1,851,558 ",10/2/2016
05981D22FZ,61,M,"  981,130 ",6/8/2018
20180O81AB,61,M,"  1,479,793 ",4/22/2019
17070A72RX,37,M,"  1,916,413 ",8/4/2017
05382M51FC,29,F,"  1,140,349 ",12/17/2017
10418W64FW,28,M,"  1,066,066 ",6/13/2019
51677W56LB,53,F,"  1,546,417 ",8/26/2018
63708B22XA,56,M,"  916,869 ",3/26/2017
27155Q62GG,35,F,"  659,113 ",9/22/2018
93023K62CA,30,F,"  563,751 ",5/22/2018
13535X56SW,36,M,"  1,230,651 ",11/22/2018
27056S20UN,32,M,"  1,033,063 ",10/25/2018
10572O17DD,35,F,"  956,903 ",11/11/2018
71049O61JH,55,F,"  1,496,797 ",6/20/2019
46440F77KB,43,M,"  1,830,457 ",3/31/2018
46078L34FG,27,F,"  1,029,673 ",7/31/2018
10672T93KT,47,M,"  1,558,525 ",11/18/2017
57668Z15LG,55,F,"  1,720,866 ",8/8/2018
11097Z78RD,25,F,"  565,848 ",11/13/2018
00877U10SW,33,M,"  1,145,748 ",8/26/2018
69849L42FH,25,M,"  1,220,179 ",7/7/2018
33313N28SU,28,M,"  605,032 ",8/8/2018
09276Z77AW,36,F,"  1,117,618 ",2/12/2019
60746N12OM,56,M,"  1,957,062 ",7/29/2018
91213X34KG,45,M,"  1,265,609 ",3/25/2019
84030P31IK,25,F,"  795,870 ",4/11/2018
95468E97BB,48,F,"  856,347 ",10/6/2018
87466B27NZ,31,F,"  904,144 ",2/17/2017
84133T08XE,42,M,"  1,502,893 ",5/26/2018
74457R68JV,48,F,"  1,235,381 ",1/2/2017
09824W76TD,63,F,"  1,171,250 ",3/4/2019
62635E39UC,32,F,"  620,639 ",9/17/2018
99408B16JA,56,F,"  798,095 ",10/5/2017
33647T76UO,54,F,"  729,120 ",4/2/2019
84711V67MK,38,M,"  1,549,028 ",9/29/2018
62585F11LN,43,F,"  850,724 ",2/3/2018
56945B71JA,45,F,"  1,518,176 ",1/30/2018
48157R95EC,30,M,"  1,198,372 ",12/6/2018
52307Y81WC,55,F,"  1,403,115 ",12/3/2018
33223J03OZ,60,M,"  991,600 ",8/28/2018
08415M40FB,57,F,"  1,253,620 ",7/16/2017
51451G48QV,52,M,"  868,022 ",9/4/2018
09847L94CD,38,M,"  1,330,347 ",3/10/2019
06064O60RQ,48,M,"  1,108,641 ",5/31/2018
34650U76JP,28,F,"  710,126 ",1/8/2019
64226P02VD,53,F,"  379,744 ",9/24/2018
39811A42LR,37,F,"  1,385,594 ",7/18/2018
24506R24FF,35,M,"  997,950 ",11/10/2016
12706D19TW,25,F,"  711,396 ",3/1/2018
52663H79CZ,46,F,"  1,031,087 ",7/30/2017
25873O84VR,63,M,"  475,596 ",2/25/2018
30768Y64HL,64,F,"  1,104,322 ",9/8/2018
53259K84SV,30,M,"  960,808 ",1/4/2018
01116X39FF,26,F,"  811,403 ",7/14/2018
98180Z65YE,60,F,"  414,173 ",2/18/2018
52824K47HS,50,M,"  1,762,398 ",6/28/2018
29799G05YA,60,M,"  608,122 ",4/26/2019
03532B37CK,52,F,"  1,080,745 ",1/10/2018
49713F44TS,55,F,"  647,578 ",7/31/2018
04743L60QX,30,F,"  528,654 ",4/19/2019
83419E92HC,64,F,"  1,676,689 ",11/9/2018
42021O48NH,38,F,"  1,393,300 ",5/9/2018
82975Y67IK,52,F,"  351,200 ",7/19/2018
39057V60WI,45,M,"  1,140,050 ",6/27/2019
59180O92KB,53,M,"  432,525 ",5/8/2018
27555I54GE,52,M,"  1,540,525 ",2/28/2018
40846U13YP,39,F,"  932,788 ",4/2/2019
30136S82ZB,61,M,"  1,956,798 ",10/16/2018
11126O41GS,57,F,"  659,129 ",11/25/2016
62452Q68FE,25,M,"  922,127 ",2/5/2019
69194X59HH,35,M,"  946,593 ",11/12/2018
12460A91AY,54,M,"  895,148 ",11/13/2018
71173I77GY,45,F,"  1,343,595 ",8/13/2017
27955R31ZP,36,F,"  946,254 ",6/9/2019
28394S01SM,34,M,"  916,092 ",1/6/2019
59128U65MB,55,M,"  1,120,828 ",3/18/2019
45428Y06IV,32,M,"  1,268,672 ",5/11/2018
89174U27ZP,37,F,"  1,422,128 ",11/14/2018
53065L39UJ,30,F,"  1,178,266 ",6/27/2018
68826Y71PP,59,F,"  956,715 ",2/19/2018
11268H17LN,47,M,"  1,127,042 ",4/25/2019
94745I25GI,47,M,"  1,368,211 ",5/16/2019
65381E84FH,35,F,"  985,787 ",4/28/2018
06806Q17CE,42,F,"  1,503,996 ",4/18/2019
16710K52MM,30,F,"  518,634 ",4/8/2018
16222F28JS,28,M,"  1,416,578 ",3/23/2019
95143V21QZ,59,F,"  301,391 ",1/10/2018
67986A11MQ,36,F,"  1,179,019 ",7/24/2018
45715N94HO,51,M,"  1,859,750 ",12/16/2018
60824Z97YG,45,F,"  1,418,009 ",1/13/2019
95026D42DO,60,M,"  1,687,447 ",3/31/2019
68753R28UQ,63,F,"  546,590 ",5/2/2018
71379Y43BD,29,M,"  1,230,188 ",3/19/2019
90899H54DE,50,F,"  982,736 ",4/24/2018
81500U04TE,25,F,"  928,269 ",9/23/2018
35871X20VT,58,M,"  480,114 ",11/16/2016
48909B28LQ,60,M,"  1,777,043 ",12/30/2018
58696C79HH,28,M,"  1,458,165 ",9/17/2018
91767U14RW,64,F,"  748,069 ",4/15/2017
58378H51BM,53,F,"  1,856,162 ",12/23/2018
57111V11JN,60,M,"  997,205 ",7/4/2018
22470I43CL,42,F,"  919,466 ",6/29/2018
81957F60XO,59,F,"  1,672,673 ",3/1/2018
74622D13DQ,39,F,"  1,576,971 ",12/12/2018
98410Q45AB,60,M,"  1,712,849 ",7/16/2018
00532Z15SY,30,M,"  1,393,229 ",12/14/2018
31505L57OA,51,F,"  1,595,964 ",9/7/2018
04922H50DG,45,F,"  1,080,590 ",9/18/2018
05109U19BB,56,F,"  1,239,269 ",9/28/2017
72658J17DF,57,F,"  695,920 ",8/8/2017
68870K46YU,39,M,"  1,627,951 ",1/31/2018
38513V57JY,31,F,"  849,104 ",12/27/2017
78844I00MT,64,M,"  429,377 ",11/26/2016
91665C37TP,63,M,"  1,430,347 ",11/27/2016
72631T85RV,56,M,"  1,140,441 ",1/25/2019
52224N75OV,38,F,"  1,058,455 ",6/3/2019
92963I03SC,57,F,"  1,590,238 ",8/31/2018
39507M60SP,51,F,"  998,433 ",10/12/2018
65749T72PQ,61,F,"  384,887 ",2/14/2019
98945W50XP,53,F,"  913,397 ",5/8/2019
56258X53AR,62,M,"  905,375 ",11/28/2018
05692C37VW,25,F,"  997,832 ",3/29/2019
77987Z23GN,49,M,"  1,989,773 ",2/25/2018
57239E30FQ,61,F,"  1,150,855 ",1/27/2019
21794T86ZV,59,M,"  924,028 ",3/26/2017
69940J21NH,60,F,"  367,665 ",12/11/2017
52149Z46WA,32,F,"  1,081,325 ",7/6/2018
51893Z57GN,59,M,"  1,036,541 ",11/9/2018
29840X37GB,65,F,"  1,815,684 ",9/22/2016
59706U98ZT,50,F,"  1,072,581 ",6/22/2018
25268I02CG,26,F,"  512,120 ",7/7/2018
76131K66AF,34,F,"  504,665 ",12/17/2016
70026E42TS,43,M,"  1,573,262 ",1/24/2017
34957J60YI,39,M,"  1,874,234 ",11/24/2016
64281K10YF,54,M,"  901,149 ",8/24/2018
48870S10DA,58,M,"  1,090,956 ",1/21/2019
92857A18WT,60,M,"  1,371,034 ",5/21/2018
57239U49XG,53,F,"  741,995 ",2/19/2018
85193O64QQ,39,F,"  1,529,395 ",12/8/2018
83279B82LW,43,M,"  1,648,098 ",10/2/2018
15701U12TX,61,F,"  1,445,433 ",6/29/2019
86229B85IG,28,F,"  645,062 ",7/16/2018
31694J55KC,53,F,"  409,877 ",5/18/2018
16176E93MU,38,F,"  1,172,999 ",10/5/2018
31871K63DO,44,M,"  1,128,747 ",2/3/2019
13225U44TK,30,F,"  701,844 ",4/23/2018
84429A92PD,51,F,"  1,612,522 ",10/14/2016
01074H65TU,56,M,"  797,404 ",9/22/2017
97832J84YP,58,M,"  1,606,623 ",1/7/2019
47490N05PT,39,F,"  931,422 ",8/17/2018
58441B52AZ,40,M,"  1,901,625 ",6/18/2018
76677L14JL,54,M,"  437,808 ",5/21/2019
96682A57JJ,52,F,"  817,238 ",11/9/2017
15498X54IO,34,F,"  631,485 ",11/21/2018
52996Q09TE,43,M,"  1,405,340 ",5/23/2018
63714E85UV,58,F,"  659,403 ",7/25/2018
31621O97QA,41,F,"  850,885 ",6/28/2018
16150K89ZA,54,M,"  853,891 ",7/25/2018
81649M00AY,33,F,"  875,270 ",6/7/2018
10227T84JY,60,M,"  854,624 ",10/22/2018
99921M06TB,51,F,"  1,530,571 ",6/18/2019
11295Y79WL,56,F,"  585,424 ",8/27/2018
51770B33ZY,26,F,"  932,945 ",3/11/2018
76172Y33IO,60,M,"  1,025,053 ",3/3/2018
07473N04ZQ,62,M,"  770,103 ",12/20/2018
33365A97UJ,30,M,"  922,599 ",5/9/2019
31356Y08XH,49,F,"  1,159,532 ",11/22/2016
55763R21WP,39,M,"  1,603,754 ",1/10/2017
50798R92WG,63,F,"  1,827,975 ",10/15/2018
06711M52CW,45,F,"  1,265,273 ",4/30/2018
40841O75DE,43,M,"  1,445,706 ",5/24/2019
74699B25YJ,45,M,"  1,623,135 ",6/4/2018
52464E81ED,51,M,"  1,086,647 ",5/31/2018
53216T09RI,60,M,"  926,219 ",2/21/2019
28318H44NG,30,M,"  981,220 ",12/5/2016
20774F50OF,39,M,"  1,275,508 ",11/27/2018
51447I64PV,44,F,"  1,393,728 ",7/18/2018
11202U45EX,45,M,"  1,220,652 ",5/15/2019
16423H16HY,59,M,"  1,402,090 ",9/26/2016
54439X08XH,61,M,"  1,852,818 ",10/22/2018
80745R78PW,46,M,"  1,496,332 ",5/25/2019
55331E20DV,61,F,"  765,314 ",4/17/2019
86606A48FB,27,F,"  856,968 ",5/23/2017
95341T71RR,28,M,"  623,950 ",11/18/2018
05522T59JN,43,M,"  1,047,750 ",9/17/2018
64595D35SK,43,M,"  1,459,499 ",3/4/2018
62917O96YJ,40,M,"  1,228,404 ",5/16/2018
37888E27BY,37,F,"  804,571 ",8/10/2018
58756B85NB,59,F,"  982,802 ",12/26/2016
84922L50UM,41,F,"  976,922 ",6/20/2018
73865U42AM,29,M,"  1,300,100 ",8/30/2018
25441X81JM,48,M,"  814,681 ",4/25/2019
28569R46RH,57,F,"  1,762,963 ",8/30/2018
26830O98LK,57,F,"  1,715,650 ",2/19/2019
44068G78DA,60,M,"  883,231 ",6/18/2019
34367X56LW,36,M,"  968,701 ",5/20/2018
22130N19DI,42,M,"  1,236,776 ",10/9/2016
05603Y09DU,43,F,"  1,509,709 ",3/31/2018
56097J90FY,44,M,"  1,387,389 ",1/10/2019
88349I05ZB,61,F,"  1,161,675 ",8/8/2018
02894W00BJ,30,M,"  644,631 ",4/3/2018
25229K45DJ,32,M,"  1,052,072 ",8/31/2018
58663S07YJ,29,F,"  886,183 ",3/13/2019
18726O67KZ,51,F,"  1,248,314 ",2/22/2018
17131C57BI,47,M,"  1,894,564 ",4/20/2018
76053A67ZZ,54,M,"  1,041,724 ",11/7/2017
96305W89QN,37,F,"  1,591,856 ",4/30/2018
49286B62YY,36,F,"  1,506,459 ",2/25/2018
43751R12WH,32,M,"  674,408 ",1/24/2019
54250W53HD,36,F,"  1,029,727 ",2/3/2019
00595D88CV,50,F,"  1,418,088 ",6/3/2018
26142D13JZ,48,M,"  1,030,831 ",8/28/2018
74533V10TP,46,F,"  1,192,443 ",6/2/2018
76369A23FW,37,M,"  1,027,944 ",11/1/2016
89089F79GN,63,M,"  1,144,069 ",8/9/2018
80944P69ZL,53,M,"  1,329,237 ",5/12/2019
37755B45VD,62,M,"  709,830 ",5/6/2019
36225X42OH,50,M,"  1,676,732 ",7/28/2018
20880S36WT,36,M,"  1,794,497 ",7/4/2017
95145W03ZD,41,M,"  815,086 ",10/27/2016
64043A14TU,52,F,"  1,591,822 ",12/31/2018
38567I37RI,33,M,"  653,137 ",5/28/2018
15074R74FC,35,M,"  1,420,616 ",12/19/2018
15444N68RI,26,M,"  1,083,468 ",10/16/2016
79031Y46AV,28,M,"  1,039,802 ",6/30/2019
34829L25LY,56,F,"  329,083 ",5/23/2018
77447B63MY,54,F,"  1,699,860 ",2/22/2019
08839X59QD,48,F,"  1,298,275 ",4/27/2018
52049T85UT,28,F,"  584,769 ",10/4/2018
66995N33ZF,62,F,"  807,566 ",3/14/2018
28618X25NO,59,F,"  428,956 ",11/27/2018
09030L62JZ,28,M,"  1,253,673 ",12/1/2018
73617N42PB,35,M,"  879,243 ",1/16/2019
78950E20WX,55,F,"  1,192,235 ",2/4/2019
48094S27TD,38,F,"  1,540,289 ",10/4/2017
04364H70QL,49,F,"  1,126,506 ",4/29/2018
33081K31GU,32,M,"  1,009,126 ",2/28/2018
53894G97BE,32,M,"  1,047,520 ",2/22/2019
58696T21BO,36,F,"  913,589 ",9/20/2018
20761G23OK,31,M,"  930,808 ",2/5/2017
65037Z52PX,41,M,"  1,034,589 ",1/16/2018
40987I77LR,26,M,"  930,915 ",5/11/2018
28843K98GH,33,M,"  1,236,641 ",8/24/2018
90667V65PL,65,F,"  1,464,213 ",1/18/2017
70893Q21NH,31,F,"  788,823 ",3/12/2018
61966N44TA,27,F,"  718,434 ",9/23/2016
15250X45GD,32,F,"  990,269 ",10/1/2018
16173D47BQ,44,F,"  1,350,818 ",1/29/2019
80422A38FL,27,M,"  1,361,787 ",10/21/2016
77371G48AW,52,F,"  1,087,783 ",1/19/2018
11915E99KB,65,F,"  719,871 ",9/20/2017
75972K68HT,39,F,"  1,367,055 ",5/15/2018
61586O34PQ,51,F,"  1,584,858 ",8/27/2018
60572E94SN,26,F,"  1,049,996 ",3/8/2019
74797Q53PK,65,M,"  320,184 ",6/8/2017
30967V39BP,25,F,"  607,642 ",10/14/2018
80246Y61LK,41,M,"  1,681,037 ",7/4/2017
28574T63EB,36,M,"  870,645 ",9/7/2017
16887L85WM,32,M,"  1,459,231 ",5/8/2019
60273W77SA,48,F,"  929,168 ",6/4/2019
90202X92KA,31,M,"  1,499,101 ",9/22/2017
09616G64AA,38,F,"  1,033,256 ",5/9/2018
96203Q36KC,65,M,"  701,517 ",3/11/2018
16192T70GB,45,F,"  1,345,385 ",10/12/2018
86513Y21PS,37,M,"  1,968,751 ",6/16/2018
71782Y30DW,61,M,"  1,090,408 ",4/4/2018
09663K96CL,63,F,"  345,703 ",5/16/2018
99186Q10SQ,64,F,"  1,027,019 ",10/8/2018
61290U84NK,45,M,"  1,477,951 ",4/10/2019
10962B51HZ,60,M,"  1,183,804 ",10/20/2018
14529A54OL,54,F,"  1,025,763 ",10/4/2018
25765Y91ET,65,M,"  1,379,936 ",6/15/2018
01614P05DB,26,F,"  820,301 ",11/10/2016
02452U56ZJ,49,M,"  848,565 ",9/2/2018
31739V71UN,30,F,"  917,427 ",3/26/2018
16473Z45VX,27,M,"  892,182 ",1/25/2019
79940Y86RK,30,F,"  629,610 ",6/18/2019
33107R04DH,28,F,"  685,370 ",12/13/2018
81317J38UI,39,F,"  974,340 ",3/11/2018
04041B06NK,65,M,"  1,215,326 ",6/20/2018
53282Y91AV,33,F,"  545,984 ",2/1/2018
59674P00DR,53,M,"  1,511,440 ",6/29/2017
14117W56RZ,25,F,"  1,116,040 ",3/30/2018
53463J23SW,45,F,"  1,488,522 ",5/14/2018
72329G77SO,33,M,"  845,512 ",5/16/2019
14484Z08ZM,46,F,"  1,061,119 ",9/17/2017
88487Z75PK,41,F,"  1,172,094 ",11/17/2018
81526D78CK,59,M,"  799,124 ",2/1/2019
45512V35EH,49,M,"  1,158,893 ",1/1/2018
66964M26WH,65,M,"  1,463,606 ",10/5/2016
39382C64MD,51,M,"  560,458 ",10/13/2018
74719E29EY,58,M,"  1,047,679 ",10/22/2018
03673N58RT,62,M,"  1,368,484 ",9/12/2017
30355S23ER,62,M,"  1,940,962 ",2/2/2019
88880Y70PD,44,M,"  1,014,412 ",9/11/2017
50429Z30KY,38,F,"  1,233,093 ",12/16/2018
53775L62SD,57,M,"  1,761,068 ",4/15/2018
87851J80ZV,43,M,"  1,844,501 ",6/13/2018
23576U27HS,27,M,"  1,069,041 ",11/8/2018
26436O24LV,49,F,"  1,439,909 ",2/22/2019
88234H88LX,31,F,"  1,134,066 ",6/29/2018
66989O72EY,40,M,"  1,508,077 ",5/23/2019
25074Y22HH,31,F,"  537,937 ",1/26/2017
71504P88UI,43,F,"  1,002,233 ",5/14/2018
36609W40XH,44,F,"  803,691 ",6/14/2018
59530L29WI,33,F,"  962,515 ",2/21/2018
27304P26MU,53,M,"  849,326 ",9/13/2018
20326M16MV,40,M,"  1,516,106 ",4/20/2018
99615P60LY,32,M,"  1,074,903 ",4/17/2019
08569I56RS,62,F,"  1,521,182 ",6/19/2018
57426H56QM,52,F,"  899,037 ",10/11/2018
61805A80WE,27,F,"  550,196 ",7/6/2018
10535A12AS,45,M,"  820,424 ",11/26/2018
48253B26QO,61,F,"  1,149,661 ",7/7/2018
72956H32UG,54,M,"  1,765,259 ",2/22/2018
38974P20PA,35,F,"  1,142,932 ",6/9/2019
71461T90DE,36,M,"  1,967,305 ",11/27/2018
61125R75IL,30,F,"  1,151,735 ",5/12/2019
67207D91FQ,49,M,"  1,039,836 ",11/17/2018
95379T51TE,33,M,"  1,341,520 ",2/23/2018
76785R34LB,51,M,"  446,229 ",10/19/2018
90988B14PU,44,F,"  866,931 ",6/5/2018
62869P88NY,47,M,"  1,869,408 ",6/15/2019
55656D46QL,27,F,"  1,030,552 ",3/7/2018
57326B85ZV,30,F,"  724,816 ",6/16/2018
26369K32YJ,65,F,"  1,473,199 ",6/20/2019
41111Z29NU,28,M,"  828,501 ",3/5/2019
68021A00KE,62,F,"  1,395,598 ",3/4/2019
32118Y37TR,27,F,"  632,322 ",9/27/2018
40667X10CG,34,M,"  769,703 ",10/24/2016
22738L85JQ,34,F,"  1,079,724 ",12/17/2018
69044W21AO,40,F,"  1,596,883 ",5/2/2017
90962T88DZ,35,F,"  746,424 ",2/25/2018
72936M50FW,48,M,"  1,641,619 ",2/1/2018
35709S82PJ,33,M,"  1,393,609 ",9/20/2018
81094Q35HF,43,M,"  1,282,889 ",11/14/2018
96667K13MU,29,F,"  654,616 ",11/5/2018
01256F49DV,61,F,"  601,002 ",4/16/2018
11758B93XJ,61,F,"  523,727 ",12/12/2017
13547T50HR,54,F,"  495,792 ",1/20/2019
25675J62NG,39,F,"  1,056,055 ",7/30/2017
87811Z25QM,55,M,"  563,554 ",1/16/2018
41495O13NJ,28,M,"  1,006,368 ",7/20/2018
12577I78GT,42,F,"  1,116,755 ",4/24/2019
64691P98GK,37,M,"  1,636,716 ",6/15/2019
26477T13IZ,50,F,"  1,164,175 ",3/23/2019
26817W63IO,47,M,"  946,502 ",6/5/2018
97172X55HX,29,F,"  1,129,083 ",5/6/2018
92640X80VW,46,M,"  1,708,580 ",11/11/2016
07663P53SG,55,F,"  626,351 ",2/25/2018
93160K99NY,33,F,"  651,493 ",4/30/2018
11253U64BV,61,F,"  1,707,953 ",5/18/2018
22451R50VC,38,F,"  1,513,498 ",6/19/2018
15415Q05YB,56,M,"  553,996 ",2/12/2019
95605K05WB,34,F,"  556,092 ",1/16/2017
88819Z96VO,27,M,"  1,183,687 ",7/5/2018
43804W17LV,30,F,"  796,092 ",11/4/2016
35550D14ZV,50,F,"  1,119,546 ",5/16/2018
57698P93XZ,32,F,"  1,186,099 ",2/27/2019
04910G37DI,40,M,"  813,579 ",3/29/2018
44944C29KQ,45,M,"  1,132,265 ",2/2/2019
36697V70YF,49,M,"  1,691,376 ",7/20/2018
79137X56TW,50,F,"  1,274,457 ",5/15/2018
35906T82OB,31,M,"  974,498 ",8/23/2018
05547V51MX,27,M,"  635,535 ",9/1/2018
19603B95PQ,60,M,"  886,570 ",6/16/2018
99053E08BS,53,F,"  944,982 ",11/25/2016
34105R57CX,56,M,"  692,603 ",8/19/2018
63736H10PK,47,M,"  1,811,816 ",2/13/2018
57867F31DQ,49,M,"  1,547,298 ",9/13/2018
73029I86WH,52,M,"  1,847,051 ",3/15/2018
60262D59ZE,27,F,"  955,965 ",5/15/2019
23249B11RR,26,M,"  1,232,470 ",1/12/2019
87229K88JO,49,F,"  874,279 ",4/12/2018
32165N22KG,52,M,"  1,256,651 ",10/29/2017
71923L47IA,52,M,"  367,435 ",6/2/2019
18850Z30JF,33,F,"  1,142,364 ",6/12/2019
91807G21SS,33,F,"  836,759 ",3/17/2018
58454F18RH,45,F,"  809,946 ",1/4/2019
60510B31TZ,41,F,"  1,209,495 ",4/22/2018
64011G99HT,59,M,"  333,037 ",1/10/2019
63655T66NU,59,M,"  1,951,856 ",3/22/2018
10104C24NE,31,F,"  659,073 ",10/13/2018
29705J96ZH,34,F,"  1,117,210 ",9/11/2018
98615Q93FK,31,M,"  944,529 ",4/23/2018
33335Z27FI,51,F,"  1,931,023 ",3/13/2018
20740N12XK,40,M,"  917,720 ",10/10/2017
15263O10YL,32,M,"  1,245,214 ",5/16/2019
60396U77HV,55,M,"  1,174,298 ",5/5/2018
19396M52RU,51,F,"  1,327,065 ",9/10/2018
52430H73WY,46,F,"  1,049,497 ",1/27/2018
57918O73EE,49,F,"  1,232,000 ",12/25/2017
99855I52PA,44,F,"  1,073,734 ",11/26/2018
05756Z42WH,59,M,"  547,872 ",12/16/2018
21281E26ZJ,57,M,"  1,877,608 ",6/4/2018
88703F78WY,52,F,"  1,726,555 ",5/21/2017
82778R39VF,47,M,"  1,161,826 ",3/27/2018
68049P12RI,62,F,"  1,479,243 ",7/27/2018
89860Q68MT,46,F,"  1,362,859 ",3/2/2018
63511T00OC,55,M,"  331,116 ",6/15/2019
96245I17WB,48,M,"  930,967 ",1/4/2019
03354I70DQ,43,F,"  1,433,073 ",10/12/2016
82368D52HV,51,M,"  1,878,968 ",5/30/2017
75201C17UO,60,F,"  1,530,873 ",3/25/2018
30702X24IZ,36,M,"  1,704,810 ",10/7/2018
40297F29XE,56,F,"  961,922 ",2/10/2017
50911V58KA,46,M,"  1,041,638 ",2/12/2017
85851J92CT,30,M,"  1,057,239 ",10/17/2016
85169Y19RL,46,F,"  1,441,054 ",3/8/2018
53385U86FI,29,F,"  664,832 ",2/14/2019
23564W45MA,49,M,"  1,400,500 ",7/26/2018
87354X39US,55,F,"  1,030,560 ",12/7/2018
05025D90IJ,65,M,"  1,069,698 ",4/5/2018
79653A48YC,52,F,"  1,703,596 ",3/3/2018
01367J87DQ,25,M,"  749,527 ",6/9/2017
21480R30VW,26,M,"  1,367,460 ",2/16/2019
81322Y04EB,37,M,"  1,680,259 ",4/10/2018
55890S15SS,57,M,"  1,613,455 ",4/10/2018
65224I34FK,42,F,"  1,359,694 ",2/21/2018
87637D05LS,34,F,"  742,994 ",12/18/2016
27276C63HV,62,M,"  1,603,259 ",10/10/2018
28876A58SQ,42,M,"  1,784,526 ",11/18/2018
34764B85CY,32,F,"  1,172,357 ",8/7/2018
87518L13ZF,41,M,"  1,301,291 ",12/18/2018
03160F08DI,41,M,"  1,505,775 ",12/12/2017
86688H40BE,45,F,"  918,770 ",2/16/2017
60898D55DZ,45,F,"  949,046 ",12/26/2018
48171V82DJ,45,F,"  1,330,264 ",1/31/2019
16283T81WW,56,M,"  1,693,747 ",5/9/2018
21542L35XH,49,M,"  1,449,903 ",4/6/2017
24019P35VR,30,F,"  1,054,196 ",10/27/2017
92243E09YA,60,F,"  1,910,191 ",11/27/2018
69120N90BJ,25,F,"  1,047,225 ",1/25/2019
08475Q38MA,38,M,"  1,735,782 ",12/21/2018
50952N33GL,27,F,"  788,218 ",10/7/2016
36197P90IC,26,F,"  1,197,498 ",8/13/2018
23853V90ZE,43,M,"  1,690,301 ",5/16/2018
34836C84XM,46,M,"  1,665,064 ",4/30/2019
37124I82GJ,61,M,"  1,893,066 ",10/9/2017
68332I41LQ,32,F,"  521,991 ",5/9/2019
76101U37RG,56,M,"  871,250 ",10/15/2018
15817V78WR,34,F,"  1,175,292 ",3/13/2019
37331Z37BX,49,M,"  1,619,179 ",6/27/2019
86131L67NB,37,M,"  1,810,074 ",12/25/2016
84365Y73OX,47,F,"  1,478,453 ",11/3/2018
96364Q96BO,53,F,"  1,594,222 ",2/1/2019
95177E84EV,35,F,"  819,871 ",10/5/2018
60634L87WZ,51,M,"  1,227,919 ",3/7/2019
94758T26WW,53,M,"  427,363 ",5/11/2018
80221Z56HR,27,M,"  724,359 ",3/24/2019
09645A06ZB,43,F,"  1,400,189 ",2/26/2018
75780S78GY,27,F,"  648,791 ",5/4/2019
95796W68QK,39,M,"  1,396,523 ",3/2/2017
76746C84KN,36,M,"  1,336,754 ",6/7/2019
23622S94NW,58,F,"  1,517,962 ",10/26/2017
24985J09TB,53,F,"  1,893,118 ",5/10/2017
60910B26HI,41,M,"  985,951 ",4/10/2018
06275G05CO,56,M,"  729,888 ",4/20/2018
97231D10QI,32,F,"  1,085,824 ",11/16/2018
25701S81XW,62,F,"  762,261 ",4/10/2018
31340Y50AD,54,M,"  635,286 ",10/12/2018
07228A59WS,47,F,"  1,222,337 ",2/25/2018
58637X62VN,43,F,"  1,314,841 ",6/9/2018
17629G08BO,33,M,"  1,226,689 ",8/15/2018
22952D79NF,28,M,"  1,036,148 ",9/28/2018
61162K03CU,32,M,"  1,188,689 ",5/13/2019
35222J23LD,34,F,"  843,200 ",6/7/2019
31511T15XS,27,F,"  1,140,778 ",4/9/2019
24782J56GA,58,M,"  1,767,874 ",10/1/2018
55964O87NM,41,M,"  1,374,724 ",6/10/2018
87254V71RM,48,M,"  1,142,839 ",7/18/2018
20801S49XZ,51,F,"  1,426,764 ",3/23/2019
60637B11MC,56,F,"  1,430,707 ",9/30/2018
69639A22NN,45,F,"  1,439,228 ",3/4/2018
65562C51ZS,43,M,"  1,782,771 ",6/9/2018
81713T08XO,50,M,"  1,421,976 ",6/9/2018
41422J09UL,25,F,"  1,119,011 ",12/15/2016
83852G92ND,30,M,"  919,647 ",4/4/2017
62703W11XC,58,F,"  563,591 ",10/31/2016
14600Q38NR,39,M,"  1,145,196 ",1/16/2018
64057K32DE,47,M,"  1,560,855 ",12/2/2018
26043X39MI,45,F,"  829,968 ",10/31/2018
90136R51EC,43,M,"  1,289,069 ",7/8/2017
99701C72GX,43,M,"  1,226,456 ",5/19/2017
70802F79BA,41,M,"  1,231,889 ",6/2/2018
82293V68CF,25,M,"  1,481,143 ",11/27/2018
71122E62ZX,46,F,"  916,623 ",9/19/2018
31038J20YB,46,M,"  1,511,335 ",9/10/2018
69984Q93KY,41,M,"  1,581,613 ",11/19/2018
82016G74YQ,56,F,"  1,394,824 ",12/17/2018
16369R29TH,42,M,"  1,402,820 ",10/8/2018
56092G87MO,36,M,"  1,377,555 ",5/19/2018
64607K12UB,25,F,"  709,885 ",7/19/2018
25954O30SU,65,M,"  1,094,891 ",11/16/2018
61554U52FJ,34,M,"  827,532 ",12/20/2016
57556G89VZ,62,M,"  462,199 ",5/6/2019
08896T51UF,57,M,"  733,085 ",3/26/2018
49623M34MJ,28,M,"  906,561 ",4/11/2019
45674P33SK,42,F,"  991,638 ",8/15/2018
73361O02PA,47,F,"  1,141,043 ",10/29/2016
53538Y88UZ,32,M,"  1,113,011 ",5/26/2018
40442L30ON,34,F,"  510,180 ",6/29/2017
