ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,,,,,
15421H41EQ,60,F,"249,851",299,0,,,,,
15423L38QF,41,F,"610,445",468,1,,,,,
15425A32OV,47,F,"766,507",392,1,,,,,
15426Y97FR,56,F,"99,797",259,0,,,,,
15427G68GO,47,M,"557,211",313,0,,,,,
15429B94QI,47,F,"585,784",279,0,,,,,
15432O87EY,59,M,"789,055",336,1,,,,,
15433V33JB,31,F,"212,768",43,1,,,,,
15439W79VJ,26,M,"105,337",381,0,,,,,
15440R41KR,51,M,"640,481",528,1,,,,,
15444S60OF,65,F,"120,480",299,0,,,,,
15447D04FL,28,M,"173,049",347,1,,,,,
15447F46RV,64,M,"487,931",362,0,,,,,
15449S82QW,46,F,"784,923",400,1,,,,,
15455Z02KU,44,M,"652,000",3,1,,,,,
15456G56DP,64,F,"422,869",422,1,,,,,
15457Z32XU,37,F,"416,405",649,1,,,,,
15458X61FQ,38,F,"343,179",246,0,,,,,
15466H76OP,27,F,"335,291",404,1,,,,,
15468I50BC,27,M,"131,750",499,0,,,,,
15471M13FL,44,M,"380,412",262,1,,,,,
15471W22NI,41,M,"220,012",194,1,,,,,
15476N50TK,46,M,"759,493",420,1,,,,,
15476X66AC,32,F,"313,293",263,1,,,,,
15484X06QI,63,M,"714,864",501,1,,,,,
15491H84HW,64,M,"634,110",242,1,,,,,
15493Y25WE,41,M,"528,808",376,0,,,,,
15494Q26ZM,59,F,"211,699",811,1,,,,,
15494U56RF,59,F,"231,376",75,1,,,,,
15503E88JJ,64,F,"348,861",305,0,,,,,
15504T79EI,46,M,"443,162",401,1,,,,,
15505U17UJ,62,F,"413,453",394,0,,,,,
15506B61HJ,48,M,"351,340",305,0,,,,,
15507N63HC,42,M,"314,032",283,1,,,,,
15511M19XW,32,M,"234,897",907,1,,,,,
15519G25LA,39,F,"638,936",465,1,,,,,
15519M88II,55,F,"120,587",201,0,,,,,
15528V77XS,64,M,"547,547",386,1,,,,,
15533I16ZT,36,M,"246,718",465,1,,,,,
15533X68WN,60,M,"444,952",377,1,,,,,
15534R97SJ,36,F,"544,000",236,1,,,,,
15535D25GI,27,F,"392,133",200,0,,,,,
15536Y21HY,56,F,"295,059",229,0,,,,,
15540J98EI,64,F,"110,949",59,0,,,,,
15545X32HP,28,M,"261,849",259,0,,,,,
15546Q82JA,52,M,"154,673",179,0,,,,,
15556Q29QS,32,M,"287,092",373,1,,,,,
15564R35XD,61,M,"666,643",277,0,,,,,
15565U56ES,38,F,"268,448",351,0,,,,,
15567U06JY,41,M,"581,032",312,1,,,,,
15569M58CZ,30,F,"317,077",398,0,,,,,
15570W70YH,26,M,"216,808",1,0,,,,,
15572X64UL,36,M,"641,408",216,0,,,,,
15573I72QC,28,M,"141,439",510,1,,,,,
15574C44HJ,60,F,"478,968",400,1,,,,,
15576A63KO,61,M,"567,338",44,1,,,,,
15586M28DI,38,M,"165,430",452,1,,,,,
15588M84EU,43,F,"305,392",227,0,,,,,
15588S03JZ,59,M,"72,740",351,0,,,,,
15590Y20DT,32,M,"248,867",954,1,,,,,
15593N33VK,37,F,"392,645",433,1,,,,,
15595M56UF,51,M,"137,926",273,1,,,,,
15595P75AU,52,M,"407,338",21,0,,,,,
15601J17VS,52,F,"234,661",747,1,,,,,
15604B06RF,28,M,"287,185",169,1,,,,,
15604E21ZL,25,F,"398,975",475,0,,,,,
15610B50VW,37,M,"732,611",873,1,,,,,
15610H20VH,40,M,"284,155",267,1,,,,,
15610O76OJ,49,F,"534,576",357,1,,,,,
15618I61UW,47,F,"312,739",919,1,,,,,
15619L59RR,47,F,"321,621",624,1,,,,,
15619T52JR,34,M,"171,057",261,1,,,,,
15621S77LQ,39,F,"689,696",438,1,,,,,
15632R67WH,31,F,"395,829",284,1,,,,,
15635I47SZ,36,F,"324,699",297,1,,,,,
15635R14UL,36,M,"568,173",726,1,,,,,
15642C37NC,28,F,"287,523",416,1,,,,,
15643B53HF,64,F,"394,813",427,1,,,,,
15649S26BC,38,F,"482,040",434,1,,,,,
15651T50NU,36,M,"166,929",460,1,,,,,
15655E25SV,44,M,"452,830",371,1,,,,,
15657B32FV,25,F,"247,163",440,1,,,,,
15659X44TF,28,M,"292,972",870,0,,,,,
15660I22SO,62,F,"376,739",407,1,,,,,
15661K14JM,40,M,"264,890",389,1,,,,,
15661R26DX,39,F,"353,573",475,1,,,,,
15662W97KF,25,M,"208,622",158,0,,,,,
15666A91NF,39,M,"638,867",237,0,,,,,
15667Z30JK,34,M,"186,143",274,0,,,,,
15671T11MK,25,F,"232,960",468,0,,,,,
15672M71CO,56,F,"104,139",244,0,,,,,
15673V79MN,26,F,"270,147",359,1,,,,,
15675F26DS,52,F,"415,531",165,0,,,,,
15677C21QU,61,F,"163,912",276,1,,,,,
15684E56IT,32,F,"446,952",401,1,,,,,
15686K52PW,57,F,"481,797",47,1,,,,,
15686W72FC,56,F,"382,037",320,1,,,,,
15688T83RU,34,F,"475,397",427,1,,,,,
15688Z94FX,53,M,"656,337",297,0,,,,,
15690B15BX,30,F,"403,784",414,0,,,,,
15694D58ER,42,M,"204,794",392,1,,,,,
15696C95EE,62,M,"630,469",217,1,,,,,
15696H90AR,39,M,"625,539",324,0,,,,,
15696W96AO,64,M,"349,456",787,1,,,,,
15699X34MR,58,M,"508,553",917,1,,,,,
15700M71IT,58,M,"500,353",298,0,,,,,
15706P69AS,42,F,"752,917",244,0,,,,,
15708I14TU,26,F,"305,171",317,1,,,,,
15713S81LM,53,M,"556,400",144,0,,,,,
15717H19GM,65,F,"464,483",4,1,,,,,
15719T73HA,63,F,"465,005",279,0,,,,,
15727U32MA,56,F,"96,795",466,0,,,,,
15728Q29UH,35,F,"381,233",367,1,,,,,
15729A82UD,59,F,"508,821",279,1,,,,,
15738S33PQ,39,M,"680,373",698,1,,,,,
15741R96BA,63,F,"406,288",1000,1,,,,,
15744U04EP,47,M,"207,179",17,0,,,,,
15747J44GH,59,F,"204,784",81,0,,,,,
15750K87FH,41,M,"288,766",443,0,,,,,
15751G94CW,64,F,"345,565",656,1,,,,,
15753J73YE,52,M,"418,117",464,1,,,,,
15755R29IR,60,M,"575,755",439,1,,,,,
15762U05WC,43,F,"704,219",38,1,,,,,
15768B17WF,63,M,"489,568",500,0,,,,,
15774Q75US,53,F,"180,920",214,0,,,,,
15777D56EN,37,F,"496,896",782,0,,,,,
15777G44MW,27,M,"198,669",436,1,,,,,
15780Q20GP,29,F,"407,891",250,1,,,,,
15783K43SY,47,F,"610,213",678,1,,,,,
15788V30LI,46,M,"289,640",225,0,,,,,
15790Z23NO,64,M,"692,576",348,0,,,,,
15792I42GM,50,M,"314,665",255,1,,,,,
15792V25QP,55,M,"744,937",347,0,,,,,
15795W39XP,60,F,"334,557",331,0,,,,,
15800P80AX,42,M,"124,027",251,0,,,,,
15800Y73ZZ,29,M,"277,976",4,1,,,,,
15802I85UT,52,M,"734,233",346,0,,,,,
15805Q41LA,37,F,"626,957",271,0,,,,,
15806U20RR,46,M,"204,785",215,1,,,,,
15810Z24BU,53,F,"330,483",345,0,,,,,
15811A13UF,55,M,"392,672",358,0,,,,,
15813B69GP,59,M,"431,737",239,0,,,,,
15822K27MU,40,F,"346,816",336,1,,,,,
15824T46RC,38,F,"403,816",650,1,,,,,
15825R15JA,25,F,"351,704",340,1,,,,,
15829T49VM,47,F,"426,075",762,1,,,,,
15831U09OY,43,M,"412,847",497,1,,,,,
15834N57HU,31,M,"249,060",437,1,,,,,
15842O41JF,48,F,"629,656",61,1,,,,,
15842O68VE,28,M,"269,651",134,0,,,,,
15842Z59GZ,34,M,"186,176",751,1,,,,,
15843C37EV,31,F,"469,267",295,0,,,,,
15843K52GJ,65,M,"553,406",911,1,,,,,
15844S64FV,39,M,"396,874",469,1,,,,,
15845O32WN,29,M,"288,768",990,1,,,,,
15845U93KU,49,M,"382,148",387,1,,,,,
15848B12LT,39,M,"793,627",71,0,,,,,
15852L32DR,45,M,"642,349",401,1,,,,,
15852M29RA,41,F,"282,131",356,0,,,,,
15852S13ZY,50,M,"360,566",497,1,,,,,
15862E24BR,51,M,"533,969",280,1,,,,,
15871E15KI,50,M,"368,218",25,1,,,,,
15873E11RV,57,M,"427,987",241,0,,,,,
15877N82QK,63,M,"381,957",270,1,,,,,
15880P01MC,44,M,"305,565",346,0,,,,,
15888T01US,41,M,"169,343",454,1,,,,,
15900H57DM,31,F,"412,117",304,0,,,,,
15900P88RF,42,M,"231,038",446,1,,,,,
15900U13LP,43,M,"184,665",222,0,,,,,
15903P09JE,32,M,"148,912",79,0,,,,,
15904M41OI,25,M,"158,221",421,1,,,,,
15905O73NT,25,F,"334,528",95,0,,,,,
15913G58KT,28,F,"275,448",303,0,,,,,
15913L67BQ,38,M,"105,562",271,0,,,,,
15919H25BM,37,M,"209,232",469,0,,,,,
15920P35TW,56,M,"692,624",260,0,,,,,
15921K87CG,35,F,"353,459",486,0,,,,,
15921X50JT,52,F,"202,243",700,1,,,,,
15922G69SF,51,M,"163,093",164,0,,,,,
15924U43YC,65,M,"779,331",321,1,,,,,
15928C03HR,42,F,"506,845",279,1,,,,,
15929V67CW,46,M,"412,031",344,1,,,,,
15932P75ZT,61,F,"499,957",412,1,,,,,
15933F32VA,28,F,"323,896",474,1,,,,,
15933V03SV,31,F,"492,701",486,1,,,,,
15937G43PB,51,M,"297,359",343,0,,,,,
15942J92BH,63,F,"450,171",339,0,,,,,
15944L70YO,29,M,"230,362",259,1,,,,,
15944O49JL,62,F,"405,531",797,0,,,,,
15945R12AF,44,F,"785,427",610,1,,,,,
15947P73DK,63,M,"319,117",45,0,,,,,
15948F97PD,45,M,"739,856",245,1,,,,,
15949R88TB,48,F,"448,195",335,0,,,,,
15951I29QO,28,M,"254,430",210,0,,,,,
15957T08BF,40,M,"377,543",462,1,,,,,
15963Q94KN,64,F,"302,000",494,0,,,,,
15968I59JX,58,M,"551,859",572,1,,,,,
15975N91IN,47,F,"439,723",589,1,,,,,
15976X35AL,49,F,"445,805",480,1,,,,,
15977I68XU,37,M,"398,120",185,1,,,,,
15980T56XY,59,F,"457,581",329,0,,,,,
15983R79IH,41,M,"127,062",288,0,,,,,
15984C30UW,53,M,"370,767",259,1,,,,,
15987B67XE,35,M,"181,104",759,1,,,,,
15988F06FZ,45,M,"637,285",381,1,,,,,
15989H12MZ,35,M,"168,562",966,1,,,,,
15989I02QM,31,F,"355,237",269,0,,,,,
15995I16MD,39,F,"507,405",180,0,,,,,
15996U78VH,49,M,"493,699",472,1,,,,,
15998J80RH,36,F,"294,000",429,1,,,,,
15999K05MB,64,F,"236,677",124,0,,,,,
16001W10FJ,39,M,"440,905",415,1,,,,,
16010E76ER,53,M,"497,033",291,1,,,,,
16010J10CJ,65,F,"472,509",465,1,,,,,
16014B06MA,46,M,"341,592",239,1,,,,,
16014S29JM,36,M,"145,741",328,0,,,,,
16018C10TP,49,F,"317,973",673,1,,,,,
16018R47UE,45,M,"627,784",1000,1,,,,,
16022W44CD,47,M,"345,397",78,1,,,,,
16024O49GA,56,F,"458,365",737,1,,,,,
16028B10KF,59,F,"518,211",375,1,,,,,
16029A60LW,34,F,"372,957",320,0,,,,,
16030C96IY,42,M,"254,422",273,0,,,,,
16033J43XH,49,M,"288,261",185,0,,,,,
16037T41DI,36,M,"460,397",205,1,,,,,
16038A22YM,54,F,"511,192",392,1,,,,,
16038N88XC,57,F,"96,765",136,0,,,,,
16039I90IL,55,M,"105,856",7,0,,,,,
16040B29DN,47,M,"240,327",480,1,,,,,
16045G99VM,25,M,"258,027",375,1,,,,,
16049M43RP,27,M,"252,032",939,0,,,,,
16053H63HI,29,M,"286,946",330,1,,,,,
16053J66QS,27,F,"385,624",28,0,,,,,
16056X04ZQ,32,M,"132,253",245,0,,,,,
16057G26UY,60,M,"310,034",765,1,,,,,
16059Z75MK,51,M,"147,182",416,0,,,,,
16063D94LF,56,M,"613,052",257,1,,,,,
16063J68HJ,44,M,"397,228",414,1,,,,,
16065G73RI,50,M,"136,488",326,0,,,,,
16067L46EI,34,F,"402,467",456,1,,,,,
16068D08WF,42,M,"538,536",10,0,,,,,
16074U25YX,25,F,"456,943",415,1,,,,,
16075R51QB,28,M,"155,258",195,1,,,,,
16080K61QJ,48,M,"447,376",297,0,,,,,
16083U90PZ,31,F,"329,915",339,0,,,,,
16088L01QD,40,M,"407,865",279,0,,,,,
16088W97EK,48,M,"515,677",50,0,,,,,
16091Z57ME,52,M,"112,272",490,1,,,,,
16092Z60NP,64,F,"129,440",851,0,,,,,
16093A92EH,36,F,"696,683",355,0,,,,,
16095U17BN,35,M,"143,067",235,0,,,,,
16098Y75UF,37,M,"202,640",263,1,,,,,
16101L57YW,63,M,"476,822",61,0,,,,,
16103M64RX,28,F,"427,141",233,1,,,,,
16105U08QE,29,M,"275,375",187,0,,,,,
16110Y15ZB,59,M,"353,326",430,1,,,,,
16111V68JK,29,F,"296,120",423,1,,,,,
16112R45PS,30,M,"243,250",268,0,,,,,
16115Q92LU,62,F,"89,803",330,0,,,,,
16117K08MT,33,F,"373,929",238,0,,,,,
16117U57YN,41,F,"795,317",219,1,,,,,
16117Z80XC,41,M,"414,954",378,1,,,,,
16119V59RO,39,M,"147,996",494,0,,,,,
16123D48LI,62,M,"669,742",302,0,,,,,
16124W66IE,47,F,"442,085",258,1,,,,,
16126N91HM,51,M,"203,077",422,1,,,,,
16128W42LP,40,M,"313,835",324,0,,,,,
16129L32QL,32,M,"235,567",763,0,,,,,
16136Q49OO,35,F,"342,253",465,1,,,,,
16137G17PB,40,M,"722,715",487,1,,,,,
16141I35GB,41,M,"342,321",454,1,,,,,
16141J31ER,44,F,"378,965",223,1,,,,,
16141L88GU,58,M,"725,312",253,0,,,,,
16142E56NI,51,M,"677,153",263,0,,,,,
16142I62PJ,63,F,"247,389",311,0,,,,,
16144B81ME,42,M,"398,509",427,1,,,,,
16145H52WV,60,F,"424,805",346,1,,,,,
16148Q59OM,36,M,"295,699",344,1,,,,,
16152Z71CG,44,M,"253,671",493,1,,,,,
16154F83QB,31,F,"311,499",255,1,,,,,
16159C00LD,25,F,"379,381",239,0,,,,,
16170K53MS,48,M,"472,676",328,1,,,,,
16172V15FV,48,M,"379,462",298,0,,,,,
16173S06DL,54,F,"363,576",579,1,,,,,
16175X66QK,47,F,"537,624",51,1,,,,,
16178C91IH,56,M,"112,996",393,0,,,,,
16179L27MW,43,F,"520,003",993,1,,,,,
16182M24UY,33,M,"249,756",439,1,,,,,
16184P40PR,49,M,"373,391",244,1,,,,,
16185I26CL,48,M,"530,587",484,1,,,,,
16187O18DP,33,M,"189,242",265,1,,,,,
16187R37DR,51,F,"301,637",190,0,,,,,
16189A99VE,52,M,"744,330",992,1,,,,,
16191L72YC,59,F,"166,675",323,1,,,,,
16195Q64BQ,26,F,"355,531",142,0,,,,,
16197Q54XB,42,F,"750,605",426,1,,,,,
16198L00JZ,51,F,"149,517",231,0,,,,,
16201C37RE,41,M,"726,405",494,1,,,,,
16203A98AQ,55,F,"481,016",361,1,,,,,
16203N64OX,59,F,"145,269",639,1,,,,,
16205D51XY,35,M,"292,748",227,1,,,,,
16206O27PJ,40,M,"116,662",361,0,,,,,
16210R58HQ,25,F,"470,869",218,0,,,,,
16210T56YA,34,F,"243,019",129,0,,,,,
16211A15ND,53,M,"510,022",426,1,,,,,
16212B66OV,52,F,"411,877",343,1,,,,,
16212D85KI,45,M,"293,002",30,0,,,,,
16212N23KE,26,F,"368,147",423,1,,,,,
16218B59DN,39,M,"721,144",253,1,,,,,
16218U12CL,50,M,"159,516",206,1,,,,,
16220N17XX,36,M,"100,623",212,0,,,,,
16220Q26OK,49,M,"222,261",450,1,,,,,
16225R00LP,25,F,"391,853",331,1,,,,,
16226G84UF,65,F,"101,288",301,0,,,,,
16231M11ID,43,M,"418,732",460,0,,,,,
16237U24RO,39,M,"302,297",213,0,,,,,
16239F34GY,39,M,"517,640",282,0,,,,,
16240X70SH,39,F,"314,317",45,0,,,,,
16247I86DE,33,M,"225,476",57,0,,,,,
16247S39YT,42,M,"405,174",444,1,,,,,
16248D54HZ,49,F,"612,125",334,1,,,,,
16249U80FG,25,F,"308,635",307,0,,,,,
16253V16AW,52,F,"147,613",277,0,,,,,
16254I46LS,25,M,"142,815",222,1,,,,,
16257Q00KM,65,F,"136,496",341,0,,,,,
16258M64EH,35,M,"280,790",420,1,,,,,
16259A87WR,62,M,"371,834",408,1,,,,,
16261Q15WY,34,F,"252,285",424,1,,,,,
16271F63XU,51,F,"507,349",757,1,,,,,
16276T15RF,28,M,"117,947",178,0,,,,,
16278L34IH,37,F,"430,445",336,0,,,,,
16281I14VA,65,F,"348,949",223,0,,,,,
16281R32DB,62,F,"231,560",438,1,,,,,
16283H88WP,33,M,"252,846",299,0,,,,,
16289G70XN,55,M,"650,441",170,0,,,,,
16291D60DX,59,M,"617,652",404,1,,,,,
16291Z82HR,65,F,"207,808",330,0,,,,,
16294B09NF,42,F,"370,864",269,1,,,,,
16295V58QE,48,M,"417,113",371,1,,,,,
16301H02PJ,30,F,"234,200",444,1,,,,,
16303J59OB,34,F,"332,667",360,0,,,,,
16311E29ZL,52,F,"455,747",495,0,,,,,
16317V36WV,61,M,"652,662",802,1,,,,,
16320J32ZJ,46,M,"216,157",283,1,,,,,
16322F71QL,52,F,"453,605",262,0,,,,,
16327O60YS,53,F,"259,619",365,1,,,,,
16333M21WQ,38,M,"634,493",388,1,,,,,
16335E59PO,62,M,"720,107",96,0,,,,,
16335W46UH,61,M,"769,201",194,0,,,,,
16337J25ET,51,F,"114,432",208,0,,,,,
16337K09LB,32,M,"183,228",69,0,,,,,
16340N71SJ,48,M,"298,706",469,1,,,,,
16340P05QT,41,M,"121,320",433,0,,,,,
16340Y82SH,47,M,"544,885",150,1,,,,,
16342A16LZ,56,F,"242,531",447,1,,,,,
16343D28XA,29,M,"158,852",938,1,,,,,
16345V52PA,57,F,"376,232",779,1,,,,,
16351N35NX,28,M,"211,927",453,1,,,,,
16351P84UR,56,F,"398,197",950,1,,,,,
16365I60SU,39,M,"393,612",412,0,,,,,
16365Y39KE,59,F,"87,493",984,0,,,,,
16366P00DE,38,M,"163,320",370,1,,,,,
16367V94WS,51,M,"195,835",462,1,,,,,
16369A15FO,50,M,"379,583",298,1,,,,,
16369S77IM,49,M,"180,820",348,1,,,,,
16370G48ST,27,M,"288,076",970,1,,,,,
16371B45OB,58,M,"502,869",308,1,,,,,
16373B77IV,38,F,"341,504",448,1,,,,,
16376L77RU,64,F,"290,424",314,0,,,,,
16396T69OJ,59,F,"366,384",460,1,,,,,
16402N87UZ,53,F,"509,429",436,1,,,,,
16403U26OK,43,M,"430,305",373,1,,,,,
16409B72IR,30,M,"124,137",245,0,,,,,
16413T81VO,28,M,"135,311",306,0,,,,,
16414Q51RT,32,F,"366,822",402,1,,,,,
16416J65RT,65,F,"363,288",45,1,,,,,
16418D87AC,58,M,"280,604",432,1,,,,,
16421A58PP,50,M,"217,572",218,0,,,,,
16423G30MV,44,M,"307,259",365,1,,,,,
16423H40OX,56,M,"470,639",352,1,,,,,
16425G61KI,56,F,"272,349",446,1,,,,,
16425R81AX,48,M,"179,793",364,1,,,,,
16426Q22PZ,34,F,"428,013",305,0,,,,,
16429G10ZK,33,M,"208,464",249,1,,,,,
16429S05EM,53,F,"335,352",186,0,,,,,
16433B48US,54,M,"289,510",795,1,,,,,
16434E71OY,54,M,"508,472",261,0,,,,,
16436O09XY,48,M,"264,739",386,1,,,,,
16440W08MN,42,M,"216,741",380,0,,,,,
16445O03HG,28,M,"180,448",262,1,,,,,
16447X50NW,35,F,"331,733",434,1,,,,,
16453E25UQ,51,M,"511,574",411,1,,,,,
16455X49CQ,58,M,"554,621",246,0,,,,,
16459A25NU,49,F,"389,411",967,1,,,,,
16459E90KT,48,M,"510,536",448,1,,,,,
16467B16TX,55,M,"509,526",248,1,,,,,
16469G10MR,43,M,"306,804",465,1,,,,,
16477Z49CX,65,M,"144,546",323,0,,,,,
16483Q28SW,34,M,"189,016",490,1,,,,,
16484K01RU,50,M,"173,796",152,0,,,,,
16485E78NO,38,F,"467,392",207,0,,,,,
16487L09AY,61,M,"225,064",322,1,,,,,
16489F07UC,51,M,"697,370",26,0,,,,,
16491O83MM,39,F,"558,920",978,1,,,,,
16491R80LZ,43,M,"310,638",458,1,,,,,
16497U48HF,58,F,"144,091",215,0,,,,,
16500B86LN,28,M,"224,559",385,1,,,,,
16500K85XJ,64,M,"138,900",615,1,,,,,
16500L18OE,56,F,"427,045",22,0,,,,,
16502Q46BG,41,F,"328,709",381,1,,,,,
16503N87JD,62,M,"422,036",125,0,,,,,
16506F90UK,41,M,"139,177",268,0,,,,,
16506G49GD,61,F,"156,880",414,1,,,,,
16508E84LW,27,F,"348,578",333,1,,,,,
16508R89SE,57,M,"96,598",441,0,,,,,
16511U49MI,62,M,"190,835",866,0,,,,,
16513N59FE,49,M,"203,658",270,0,,,,,
16514C48PW,42,M,"119,728",298,0,,,,,
16517J34LI,44,M,"467,170",294,0,,,,,
16518N16XQ,31,M,"228,864",246,1,,,,,
16525U29JB,60,F,"233,565",436,1,,,,,
16527I62ZE,44,M,"350,842",325,1,,,,,
16532O82MS,48,F,"342,984",126,0,,,,,
16533Z14KN,28,F,"472,392",500,1,,,,,
16534L15TL,64,M,"262,771",932,1,,,,,
16534N25PH,47,M,"427,766",309,1,,,,,
16536G83IN,44,F,"412,104",625,1,,,,,
16539S28LN,53,M,"555,557",491,1,,,,,
16540O11AR,40,M,"253,644",374,1,,,,,
16542L11KC,45,M,"166,892",395,1,,,,,
16544M30TR,65,M,"400,684",690,1,,,,,
16546B23VX,64,M,"318,347",40,0,,,,,
16551P84KC,44,M,"291,199",167,1,,,,,
16553D58QQ,64,F,"501,984",575,1,,,,,
16553M19DL,62,F,"216,941",79,0,,,,,
16554D37BD,36,M,"204,077",202,0,,,,,
16555C85XP,27,M,"133,407",498,1,,,,,
16561N08FI,26,F,"460,158",167,0,,,,,
16561S47IH,60,M,"413,803",464,1,,,,,
16566I05PZ,32,F,"225,235",477,0,,,,,
16567S66BS,29,F,"458,869",326,0,,,,,
16571H02BN,39,M,"274,714",334,1,,,,,
16574D18ZE,62,M,"157,912",15,1,,,,,
16574R40FF,64,M,"321,650",114,1,,,,,
16574W46BM,59,F,"281,939",303,0,,,,,
16576T30JT,42,F,"410,536",659,1,,,,,
16580Q84RQ,58,F,"339,227",165,1,,,,,
16583M51KU,30,M,"245,160",967,0,,,,,
16584X85QG,26,F,"454,820",40,0,,,,,
16585R50VM,30,M,"134,628",284,0,,,,,
16597T10IF,60,F,"404,117",745,1,,,,,
16606L59HJ,53,F,"294,907",545,1,,,,,
16608M62AO,34,M,"248,294",480,1,,,,,
16608X84OG,41,M,"414,915",408,0,,,,,
16611V36FN,31,F,"274,680",462,1,,,,,
16615C56WI,61,M,"491,033",85,1,,,,,
16616B87IJ,47,M,"263,240",420,1,,,,,
16618U59BP,35,M,"210,099",345,1,,,,,
16620V04XZ,25,F,"299,276",363,1,,,,,
16623F86GY,33,M,"133,376",465,0,,,,,
16628M82DK,38,M,"610,304",166,1,,,,,
16628W97QF,35,F,"150,341",325,1,,,,,
16630B89DN,52,F,"223,101",498,1,,,,,
16635B21OF,55,M,"496,142",206,0,,,,,
16637Z01PR,63,F,"286,659",84,1,,,,,
16639N64JM,39,F,"445,091",602,1,,,,,
16641J30CH,51,M,"200,492",334,1,,,,,
16646O58XI,56,M,"753,671",81,1,,,,,
16647C04QY,41,M,"382,374",182,1,,,,,
16647S67XY,26,M,"173,957",213,1,,,,,
16649M45CP,59,M,"250,254",469,1,,,,,
16649S60AJ,60,F,"249,013",147,1,,,,,
16650D43HW,25,F,"439,111",224,1,,,,,
16655V56QS,40,F,"518,349",488,1,,,,,
16658J67OU,33,M,"116,203",440,0,,,,,
16659H86NI,44,F,"470,640",95,0,,,,,
16666E58UD,53,F,"496,021",280,1,,,,,
16666N63FT,26,F,"440,947",306,0,,,,,
16669K54PV,63,M,"303,754",453,1,,,,,
16670Y00RV,59,M,"119,078",435,0,,,,,
16675T77KF,63,M,"82,823",109,0,,,,,
16676L50HF,62,F,"402,480",83,1,,,,,
16676U66GU,65,M,"680,622",470,0,,,,,
16676X59CT,28,M,"270,665",194,0,,,,,
16677V42RD,40,F,"364,107",467,0,,,,,
16682S87KD,51,F,"412,848",869,1,,,,,
16682T06CA,61,F,"222,136",654,0,,,,,
16683E70ZM,36,M,"210,466",250,1,,,,,
16684A94JL,65,M,"547,246",240,0,,,,,
16685F45SY,31,M,"206,127",206,1,,,,,
16687Y82EK,43,M,"483,930",355,0,,,,,
16688F63CV,59,M,"116,006",390,0,,,,,
16689N50PB,53,M,"419,572",254,1,,,,,
16690F79UK,49,F,"685,059",261,1,,,,,
16693Q24TV,57,F,"373,352",634,1,,,,,
16695E39MX,43,M,"399,464",440,1,,,,,
16701M89ZA,58,F,"283,845",789,1,,,,,
16702Q02DC,56,M,"154,815",405,1,,,,,
16705B71UX,45,M,"305,493",401,1,,,,,
16705O27TS,25,F,"296,002",481,1,,,,,
16708G54EW,55,M,"379,281",335,0,,,,,
16708X98WD,49,M,"583,027",209,1,,,,,
16709S65EM,30,F,"414,759",282,1,,,,,
16711T10JB,32,F,"201,131",230,0,,,,,
16717H81ZQ,41,M,"140,853",281,0,,,,,
16717Z01SV,54,F,"408,469",1016,1,,,,,
16718X25EO,48,F,"468,344",333,0,,,,,
16721O77OW,49,F,"389,352",179,0,,,,,
16722O22IA,61,M,"487,096",407,1,,,,,
16723I57PC,28,F,"302,540",387,0,,,,,
16724C18JI,59,M,"440,747",946,1,,,,,
16731D36FD,44,M,"343,267",235,0,,,,,
16731X06PG,61,M,"650,272",138,1,,,,,
16733K21JB,37,M,"328,520",379,1,,,,,
16734V80UK,39,M,"745,347",813,1,,,,,
16734X23PU,34,M,"127,767",727,0,,,,,
16736I26IT,32,M,"254,040",338,1,,,,,
16736U21AN,58,M,"637,091",257,1,,,,,
16738J33NS,58,F,"291,493",302,0,,,,,
16749H93XA,27,M,"116,448",199,1,,,,,
16749U36MX,41,F,"387,565",389,1,,,,,
16751N06UA,64,M,"506,543",252,1,,,,,
16752H05WW,42,F,"410,733",535,1,,,,,
16753J60FY,62,M,"648,962",226,0,,,,,
16755C51BA,64,F,"209,597",939,1,,,,,
16755S17LT,50,M,"103,888",209,0,,,,,
16760F41PN,39,M,"434,871",385,1,,,,,
16761B33QF,26,M,"184,971",476,1,,,,,
16761B95TE,46,M,"282,043",420,1,,,,,
16763J10VP,64,M,"587,088",327,1,,,,,
16764O00BL,38,M,"353,474",86,0,,,,,
16766K67PN,45,F,"671,400",617,1,,,,,
16770B31HN,31,F,"362,661",283,0,,,,,
16772T32DV,43,F,"679,941",342,0,,,,,
16776S75TZ,44,M,"370,220",195,0,,,,,
16777A68BB,60,F,"351,152",217,1,,,,,
16777I04GF,33,F,"393,957",329,0,,,,,
16781S03EZ,30,M,"120,352",226,0,,,,,
16781U56ID,27,M,"113,988",280,0,,,,,
16781X72RU,55,F,"500,856",117,1,,,,,
16782Q92RZ,56,F,"416,405",343,1,,,,,
16785T22JH,36,M,"702,219",53,1,,,,,
16791E33MN,29,F,"332,107",245,1,,,,,
16792Y22MP,29,M,"184,787",445,0,,,,,
16793X88UI,53,F,"382,379",313,0,,,,,
16798T45ZE,65,F,"115,069",395,0,,,,,
16799U56XV,29,M,"145,421",789,1,,,,,
16801M62DL,51,M,"335,767",335,1,,,,,
16807Q37JC,36,M,"384,315",382,1,,,,,
16809E01GB,62,F,"488,997",140,1,,,,,
16810O10BW,46,F,"385,747",121,0,,,,,
16813B94LX,58,M,"224,369",247,1,,,,,
16814K67CE,34,F,"395,814",486,1,,,,,
