id,curr_age,gender,ann_income,dt_maint,age_car,income_bracket
43699R09DL,32,1,609719.0,2018-04-05,452,Low
53382T54SY,31,1,789890.0,2019-01-17,165,Low
13503F70ZC,43,0,1214166.0,2018-07-24,342,Medium
71477O90VG,49,1,1514018.0,2018-07-23,343,High
17691J30MR,41,1,1537724.0,2019-06-02,29,High
78422O66RF,27,1,805632.0,2018-12-07,206,Low
28883G81ZG,53,0,339439.0,2019-05-26,36,Low
08611U17OE,25,1,981898.0,2017-04-26,796,Medium
31175E04EQ,33,0,1331986.0,2019-04-28,64,High
51946H93QW,32,1,708248.0,2018-12-09,204,Low
31708Y82WJ,46,0,1528644.0,2018-09-15,289,High
41839W19EJ,53,0,515121.0,2019-04-09,83,Low
97773H06BN,54,0,1240002.0,2018-06-28,368,Medium
66716J88CX,55,1,836032.0,2018-08-18,317,Low
55056C01QT,52,1,1613308.0,2019-01-13,169,High
62689O18CM,42,1,1478154.0,2018-08-08,327,High
12513C21LR,64,1,835799.0,2019-05-09,53,Low
08277X14PN,45,1,884376.0,2018-09-25,279,Low
21757E95HH,36,1,1359452.0,2018-12-14,199,High
52877K60IQ,56,1,948036.0,2016-09-27,1007,Medium
40475B25DH,59,1,1450911.0,2018-11-05,238,High
72424B57PI,30,1,839201.0,2018-03-06,482,Low
74066S21DJ,42,0,1281919.0,2019-06-18,13,Medium
77355R92NK,26,0,1407728.0,2019-03-09,114,High
11474K08DH,53,0,444512.0,2019-01-20,162,Low
73598K36PI,31,0,1416508.0,2018-10-19,255,High
35041H16PD,46,1,1038819.0,2018-05-10,417,Medium
10083A18KJ,41,1,1403153.0,2019-03-27,96,High
98130F50RW,26,0,1053248.0,2018-10-17,257,Medium
93230N35TL,59,1,1919642.0,2018-11-10,233,High
69451W15BD,55,1,943221.0,2018-06-11,385,Low
28809T08GL,34,1,804362.0,2019-06-22,9,Low
38943J96XZ,58,1,387995.0,2019-05-12,50,Low
40631B48AM,30,0,1297312.0,2017-12-28,550,Medium
01738F02HQ,56,0,882728.0,2018-08-30,305,Low
79889O81GJ,27,0,1223315.0,2019-03-16,107,Medium
39358I11GR,42,1,802011.0,2018-07-27,339,Low
77203E28XC,38,1,1443050.0,2017-07-20,711,High
31090Y29TK,35,1,963710.0,2017-12-19,559,Medium
39449Z92RK,51,1,1267118.0,2018-02-02,514,Medium
96759R19CQ,45,0,1005631.0,2019-06-08,23,Medium
30575D88KA,55,0,327030.0,2018-11-30,213,Low
66008R94RT,58,1,575966.0,2018-12-07,206,Low
54337Q65VJ,32,0,691067.0,2019-02-24,127,Low
25682L40TR,56,0,1043362.0,2018-07-26,340,Medium
70166X75IZ,32,0,934693.0,2018-11-18,225,Low
81291T30IK,56,0,1428404.0,2018-11-19,224,High
99466Q57JO,31,0,1071717.0,2019-02-04,147,Medium
88696J40CJ,62,0,1997263.0,2018-04-07,450,High
65049K07NX,59,1,924860.0,2018-04-28,429,Low
23693S09VG,50,0,1884904.0,2019-01-22,160,High
48962P89RM,34,1,938663.0,2018-10-07,267,Low
89680C38JX,40,1,1025781.0,2018-09-01,303,Medium
37358L77NG,28,1,553673.0,2018-12-04,209,Low
00385J36VY,44,1,1303420.0,2019-05-03,59,Medium
09768M93XT,32,1,619811.0,2019-05-15,47,Low
88579U11YF,28,1,1074826.0,2018-09-10,294,Medium
48518J78QF,27,1,601221.0,2018-11-22,221,Low
54627Y82RU,50,1,1393087.0,2018-08-26,309,High
65347N05MH,26,1,995058.0,2019-01-21,161,Medium
68844F78UD,65,0,522823.0,2018-06-11,385,Low
67412E86TU,55,0,806095.0,2018-06-25,371,Low
60766G23EF,36,1,1370719.0,2018-08-18,317,High
75453N17ET,39,1,1218357.0,2018-07-08,358,Medium
15997V24OX,55,0,1174417.0,2018-06-18,378,Medium
40468W47EZ,50,1,1036872.0,2019-06-07,24,Medium
68941F39HI,57,0,1728614.0,2019-06-01,30,High
20871M14CK,50,0,1813468.0,2018-11-27,216,High
11537P25FI,44,0,901866.0,2019-04-28,64,Low
49225L75RD,44,1,1557631.0,2018-05-25,402,High
11351N95ZJ,49,0,1675535.0,2017-02-21,860,High
43149D32RO,30,0,1262986.0,2018-08-17,318,Medium
77214F17MA,44,1,898368.0,2019-05-28,34,Low
93550J64SE,38,1,1382393.0,2019-02-08,143,High
93956K54IK,50,1,1315819.0,2017-09-22,647,Medium
61056E47QJ,55,1,516571.0,2018-12-17,196,Low
75476C38XX,41,1,1551579.0,2019-05-03,59,High
42374D60WT,64,1,805112.0,2018-12-12,201,Low
23499R42JZ,37,1,1124057.0,2018-09-04,300,Medium
54944Z06IO,53,0,518085.0,2018-09-30,274,Low
22010L15CE,52,0,1492167.0,2019-02-04,147,High
34184D14OY,64,0,1031092.0,2019-03-24,99,Medium
90665N18JT,31,1,800027.0,2019-05-06,56,Low
03550S74QP,35,0,601249.0,2018-05-30,397,Low
20251I68QZ,25,1,1134901.0,2018-11-10,233,Medium
10491M98IE,31,0,1204205.0,2019-05-10,52,Medium
49695Q62YY,37,0,1605746.0,2018-04-29,428,High
40962T20YH,39,1,1203280.0,2017-01-25,887,Medium
22587G65EL,65,1,774548.0,2018-06-11,385,Low
21516A18FF,63,0,1167433.0,2018-09-10,294,Medium
30474J65SR,56,0,1309507.0,2018-03-15,473,Medium
39661P22AG,28,0,680613.0,2018-07-23,343,Low
58132E43EV,64,0,631605.0,2019-01-29,153,Low
67640B73TL,52,0,1725693.0,2018-04-18,439,High
22203F94MT,39,0,1302171.0,2018-03-22,466,Medium
91829Y48IR,52,1,1477374.0,2018-12-04,209,High
43624O39CH,34,1,966418.0,2019-05-24,38,Medium
46210H45CK,44,0,1882575.0,2018-11-16,227,High
27544R84GU,64,0,1821707.0,2018-02-20,496,High
47063Y32XL,36,1,941751.0,2018-12-23,190,Low
70578Q32UX,31,1,1117582.0,2018-01-19,528,Medium
26146U75QM,62,0,1537250.0,2018-05-29,398,High
87768X05NU,32,0,739161.0,2018-10-31,243,Low
28971H71WJ,46,0,1243377.0,2019-05-14,48,Medium
40539B97AI,62,0,1842021.0,2018-03-17,471,High
48713L30JN,43,0,1283349.0,2018-10-10,264,Medium
25205V44DV,25,1,762741.0,2018-06-23,373,Low
83055H96YS,44,1,1476335.0,2017-05-17,775,High
42591K26DO,58,1,618067.0,2019-06-25,6,Low
79144R11TH,41,0,1700316.0,2018-11-26,217,High
58316R08JA,38,1,1226351.0,2018-04-12,445,Medium
85079T32VF,29,1,536185.0,2017-02-11,870,Low
61671C33OS,49,1,865390.0,2019-02-17,134,Low
62330E93WI,26,0,1020369.0,2019-05-31,31,Medium
59570U80WJ,55,0,1677705.0,2019-03-26,97,High
93869Y28HE,34,0,687696.0,2017-01-16,896,Low
26533N14LH,46,1,1270993.0,2018-03-08,480,Medium
87629Q18UI,53,1,844747.0,2018-10-18,256,Low
36001U07PY,36,1,1189557.0,2018-11-09,234,Medium
16787N77OK,37,1,1092631.0,2018-08-11,324,Medium
50488H40FW,60,1,933111.0,2017-06-09,752,Low
53742X06YA,55,1,1162550.0,2018-03-25,463,Medium
29000X09QI,47,1,1165271.0,2019-06-24,7,Medium
53319S56PT,47,1,1362121.0,2018-11-05,238,High
27061P95NZ,36,1,1092186.0,2017-01-22,890,Medium
17595E20TW,32,1,533190.0,2018-09-29,275,Low
46239A81JX,63,1,392597.0,2018-03-12,476,Low
14895U24OG,39,1,1291605.0,2019-05-23,39,Medium
45995T13EH,64,1,638432.0,2017-03-25,828,Low
98807D44EI,49,0,862881.0,2018-10-18,256,Low
43093D25UF,40,0,1913322.0,2018-05-28,399,High
22851O30PD,59,0,1601523.0,2017-09-19,650,High
12881O84XZ,50,1,1095925.0,2018-11-12,231,Medium
47515O76CD,54,0,1171561.0,2019-05-13,49,Medium
91688D48KS,33,0,876064.0,2019-05-31,31,Low
95927L08KG,63,1,354044.0,2018-05-19,408,Low
63920A35PK,34,0,648450.0,2016-12-21,922,Low
47877T41SQ,39,1,1243253.0,2018-01-25,522,Medium
37408I67AN,42,1,1551396.0,2018-08-01,334,High
74911F64MO,64,1,1574661.0,2018-07-28,338,High
69116P51CL,33,0,951955.0,2018-08-27,308,Medium
54848H83OJ,47,0,1697741.0,2018-10-16,258,High
37440B42KZ,26,1,1037784.0,2018-09-30,274,Medium
77399M85QU,45,0,1408150.0,2018-06-14,382,High
52051L81JB,58,1,1653070.0,2018-05-16,411,High
67613D65UZ,50,1,1104784.0,2017-02-23,858,Medium
44579B02WW,61,1,1749156.0,2017-05-19,773,High
75436A17OQ,26,1,861130.0,2019-04-10,82,Low
45955O65VB,56,0,1803720.0,2019-01-13,169,High
80528M11WC,46,0,1897149.0,2018-12-17,196,High
97876D86ZZ,44,0,1741253.0,2018-03-09,479,High
23544R75NH,63,0,840739.0,2019-06-23,8,Low
29175V13MS,52,0,1292928.0,2019-04-01,91,Medium
37732X75RR,49,1,819529.0,2018-08-07,328,Low
23607F26AS,59,1,1779128.0,2018-06-20,376,High
30217S15OH,32,0,1473363.0,2018-01-06,541,High
83892M18NQ,32,0,836481.0,2018-10-14,260,Low
56838Z24BS,63,0,1399076.0,2018-10-24,250,High
64677K39LU,49,0,1618938.0,2017-04-09,813,High
99110K37PS,62,0,1699417.0,2018-05-03,424,High
40065I73HA,39,0,1205977.0,2018-07-05,361,Medium
69171D43RV,56,1,1732001.0,2019-04-03,89,High
59683S43BB,39,0,1646110.0,2019-06-05,26,High
43884U25SC,54,1,945487.0,2018-02-28,488,Low
08826A45ET,45,1,973581.0,2018-05-31,396,Medium
57437J85BP,61,0,358343.0,2018-04-25,432,Low
71105Z62HU,58,1,826100.0,2019-01-13,169,Low
39527C91FX,29,1,766651.0,2017-08-15,685,Low
12882H88RW,34,0,945065.0,2018-12-18,195,Low
78014O73VS,44,0,1656966.0,2016-12-25,918,High
57144B31FZ,65,0,917613.0,2018-06-05,391,Low
65909P32VU,45,1,854650.0,2019-05-04,58,Low
12792C04OW,25,0,1415513.0,2018-12-10,203,High
55252U32TB,28,0,996921.0,2019-03-14,109,Medium
39943D96TK,45,1,1548068.0,2018-05-27,400,High
46584R10JP,55,0,310523.0,2018-04-14,443,Low
17284X99JL,37,0,1380560.0,2018-06-19,377,High
12071U45KU,32,0,982027.0,2019-01-21,161,Medium
17057N20BY,58,0,1021171.0,2018-05-18,409,Medium
19453V24QJ,49,0,1745587.0,2018-07-20,346,High
97947R63MT,30,0,1468609.0,2018-04-13,444,High
51250T94BN,59,1,1702818.0,2018-06-10,386,High
35714Z55KC,44,0,910772.0,2017-10-04,635,Low
85504A58SX,65,1,466159.0,2018-08-23,312,Low
32226X80CX,45,1,981777.0,2017-04-04,818,Medium
30523U70PL,42,0,1329337.0,2018-01-11,536,High
50197Q88TD,54,1,1348070.0,2018-07-04,362,High
90467S45YS,44,0,807897.0,2019-04-17,75,Low
75200P89BI,62,1,927282.0,2018-12-10,203,Low
28897T60BW,44,0,1801808.0,2017-01-04,908,High
33354B20NF,60,0,1329439.0,2019-02-26,125,High
81315V01SE,54,0,388814.0,2018-03-03,485,Low
89125X85OY,34,1,962689.0,2018-09-05,299,Medium
45443H92WM,38,0,1523922.0,2018-04-28,429,High
97416D01SG,31,0,834051.0,2018-05-09,418,Low
20220P15BW,45,0,1783944.0,2017-11-27,581,High
57746L89WS,60,1,711484.0,2018-03-24,464,Low
37776Y39XY,48,1,1213564.0,2018-09-01,303,Medium
41864B73GE,47,0,937687.0,2018-02-21,495,Low
99674D36AN,64,0,1534761.0,2019-06-17,14,High
71250O89US,59,1,839519.0,2018-04-27,430,Low
55467D54PD,33,0,787588.0,2019-04-21,71,Low
44821W54AI,41,1,1353550.0,2016-11-04,969,High
27738U45ZA,30,1,1160243.0,2019-02-04,147,Medium
91491H32MQ,30,1,1142228.0,2018-04-02,455,Medium
13278A10TB,26,1,1193618.0,2019-04-21,71,Medium
55874A36GP,33,0,1485431.0,2018-05-08,419,High
89469N37BM,29,0,903528.0,2019-06-29,2,Low
40914N87YL,64,1,867133.0,2017-10-05,634,Low
98295P21GK,39,0,1250676.0,2018-06-04,392,Medium
48622Z12FD,48,0,1257677.0,2018-05-04,423,Medium
41259K33MS,59,0,460138.0,2018-03-09,479,Low
31040D73WX,64,0,638721.0,2018-10-02,272,Low
47047S12IW,47,1,1074338.0,2018-03-20,468,Medium
90433R82WE,33,1,690949.0,2019-06-07,24,Low
32666U80XS,43,1,849917.0,2018-03-14,474,Low
26991D70DL,27,1,1051293.0,2018-10-05,269,Medium
11145P32SG,47,1,921355.0,2018-12-16,197,Low
51012K71ER,46,1,1191306.0,2018-12-22,191,Medium
08622W79ZV,47,0,1632604.0,2018-02-20,496,High
12462F30OQ,41,0,1188210.0,2017-01-16,896,Medium
90302W79NC,30,0,621013.0,2018-05-07,420,Low
82984A09AS,40,1,1161030.0,2018-07-20,346,Medium
38555P72FE,36,1,1482141.0,2018-07-26,340,High
46778V94BE,30,0,1319307.0,2019-03-19,104,Medium
60903U70SB,32,0,1105488.0,2018-10-21,253,Medium
93308P70TB,39,0,1465333.0,2019-01-18,164,High
85869X15CX,33,1,912853.0,2018-04-15,442,Low
53934O63KQ,36,0,1928579.0,2018-08-22,313,High
37184H97NR,64,0,515801.0,2018-05-28,399,Low
44656H05GD,45,1,841593.0,2019-01-31,151,Low
39691C49SC,26,1,600113.0,2018-12-22,191,Low
03938C45TM,57,0,1871729.0,2018-12-02,211,High
84050T49MQ,65,0,975225.0,2019-04-08,84,Medium
43845P79PM,44,0,1232054.0,2017-10-14,625,Medium
39325O62MQ,37,0,984625.0,2019-04-14,78,Medium
40025Z08LY,27,0,844123.0,2019-05-18,44,Low
32183V65BR,26,1,541615.0,2019-02-21,130,Low
45070O44YO,30,1,981288.0,2018-01-11,536,Medium
52710M35UH,39,1,1061092.0,2018-09-14,290,Medium
18086P16UN,45,1,1340568.0,2019-01-18,164,High
27831M93ES,58,1,1641448.0,2018-11-23,220,High
62670K90KB,29,0,1373792.0,2018-06-15,381,High
62536S07FB,35,0,1494510.0,2018-06-17,379,High
13957R30YG,55,1,626448.0,2018-05-31,396,Low
28007H31SC,36,1,979444.0,2018-02-25,491,Medium
69677P28FH,45,1,1017117.0,2019-06-22,9,Medium
20518S65DC,31,1,1185613.0,2016-10-07,997,Medium
30277P12NX,34,0,794240.0,2018-04-28,429,Low
52960C07QE,55,1,1407777.0,2019-04-01,91,High
21940Z24BW,34,0,1026896.0,2018-09-24,280,Medium
47667W57AF,44,0,1663083.0,2018-12-28,185,High
89794B15ND,37,0,1437742.0,2016-11-10,963,High
39768C47LY,49,0,1003952.0,2018-10-14,260,Medium
55944J62YY,42,1,988594.0,2019-02-14,137,Medium
33005W66MP,63,1,1738009.0,2018-08-05,330,High
50638I22JF,65,0,852172.0,2018-06-24,372,Low
95387S64HX,62,1,1422593.0,2019-02-02,149,High
21599R94BU,40,0,1588029.0,2018-05-20,407,High
46245P95PJ,64,0,478422.0,2018-02-23,493,Low
62701D01VO,38,1,874066.0,2018-05-24,403,Low
93164S70ZA,38,1,1365587.0,2016-11-10,963,High
46968V67TJ,37,0,1881564.0,2018-04-02,455,High
40352H14US,26,0,917029.0,2019-03-23,100,Low
61563S61IO,52,0,748188.0,2018-03-16,472,Low
31279C75TE,52,0,912856.0,2019-01-26,156,Low
95770D24IY,59,0,1429585.0,2018-08-07,328,High
74668X17BQ,65,1,336428.0,2019-04-22,70,Low
05899B08IU,42,0,1540175.0,2018-07-03,363,High
03956M67KP,31,0,1038007.0,2019-06-12,19,Medium
32200I94WE,42,1,1235860.0,2018-08-06,329,Medium
46789B93CV,56,0,456932.0,2018-10-17,257,Low
35595Z82KI,32,1,791888.0,2016-09-16,1018,Low
19410O52GF,40,1,1166386.0,2018-04-01,456,Medium
11885I46AJ,25,0,1405675.0,2018-07-21,345,High
25766L37VL,59,1,1644813.0,2018-06-17,379,High
74493C07VG,59,0,1389389.0,2016-11-29,944,High
97595M52PX,58,1,891315.0,2018-05-15,412,Low
08786R12DE,46,1,996670.0,2019-01-09,173,Medium
38695R24TS,37,1,1343804.0,2018-02-19,497,High
71748C36SH,45,0,1315369.0,2018-12-30,183,Medium
74112L40YQ,35,1,543589.0,2019-03-28,95,Low
44537D25HP,36,1,1471036.0,2019-05-28,34,High
51018U52TG,37,1,1041504.0,2017-05-30,762,Medium
37594J15AX,55,0,843871.0,2019-03-21,102,Low
10945B48WS,49,0,1600581.0,2019-06-02,29,High
73784J65RP,26,1,1086102.0,2018-03-12,476,Medium
41526J17PJ,29,0,632992.0,2018-06-21,375,Low
10277K51SH,27,0,790273.0,2018-12-01,212,Low
82531P28KI,62,1,725879.0,2019-02-18,133,Low
75303I74OY,37,0,931411.0,2019-04-26,66,Low
38042R82XY,62,1,1783228.0,2018-11-04,239,High
05537Y08QT,48,1,808315.0,2019-02-28,123,Low
02731Q62NT,49,0,816533.0,2018-11-29,214,Low
69695S74YX,47,1,1056790.0,2018-09-01,303,Medium
83303A15TA,36,0,1217779.0,2019-04-19,73,Medium
98285T77SU,35,0,1392741.0,2018-03-14,474,High
30972J16TS,58,0,1102169.0,2017-12-08,570,Medium
58736J92SO,37,1,1594904.0,2018-10-31,243,High
94680T15FI,35,1,640836.0,2019-04-16,76,Low
49501B16OK,33,0,654564.0,2018-05-06,421,Low
37318Z51ZK,39,0,1468396.0,2018-07-02,364,High
13390G02JK,46,0,837498.0,2018-12-24,189,Low
97354T20VE,50,0,1364323.0,2018-06-01,395,High
43953V73HU,33,0,757712.0,2018-08-30,305,Low
25229F54JO,46,0,1574803.0,2019-02-10,141,High
23353O19VI,27,1,580761.0,2018-10-28,246,Low
14926U88MN,37,1,1506528.0,2018-11-19,224,High
97429H24JG,33,0,1137935.0,2017-05-05,787,Medium
33023I84ZF,63,1,1953731.0,2018-07-10,356,High
20630Q61PB,29,1,631451.0,2018-11-27,216,Low
72560Y87PV,45,0,1657302.0,2019-04-29,63,High
99032T86FQ,30,1,1044334.0,2018-02-24,492,Medium
51935T20PD,37,1,1563463.0,2017-01-06,906,High
28030U80FX,45,0,1922048.0,2018-09-12,292,High
45204K57NI,38,1,1297515.0,2019-03-10,113,Medium
15314X38EE,56,0,1153410.0,2018-06-04,392,Medium
10474A70FI,32,0,1410103.0,2018-10-10,264,High
41830O37JL,51,0,1276488.0,2018-02-21,495,Medium
14408A78EH,62,0,1212949.0,2019-01-02,180,Medium
31307Q16TL,45,0,1639663.0,2016-11-17,956,High
87719T38CV,28,1,668397.0,2018-11-01,242,Low
67315D79DU,59,0,1413712.0,2018-03-14,474,High
98245X31YZ,43,0,866338.0,2018-05-01,426,Low
47503C33FH,54,1,1064138.0,2018-12-08,205,Medium
16126Y53PK,36,1,1276062.0,2018-12-15,198,Medium
74739X90YV,28,1,564406.0,2019-01-05,177,Low
47860X70WK,26,1,658515.0,2018-08-31,304,Low
98157Q23IE,60,0,1297231.0,2018-02-07,509,Medium
54759P50LD,64,1,1700868.0,2017-10-10,629,High
50847Q77ZE,55,1,1095480.0,2018-07-21,345,Medium
48937W91DH,52,0,712111.0,2019-05-25,37,Low
28151J19WO,39,1,1372997.0,2018-07-14,352,High
32327P13UV,60,0,1046685.0,2018-07-25,341,Medium
91291G91ZJ,51,0,1103148.0,2018-10-26,248,Medium
38634Y46LG,31,0,1441971.0,2018-12-10,203,High
05564Q86HA,54,0,1496310.0,2018-04-02,455,High
50549U75VA,38,0,1689812.0,2019-06-14,17,High
67723V46ES,63,1,1357302.0,2018-11-13,230,High
77952Y89PO,32,0,644000.0,2018-01-15,532,Low
66783G46AQ,49,0,917053.0,2018-09-01,303,Low
69090Y03MD,25,0,1148897.0,2018-06-27,369,Medium
59194Z37DT,46,1,1281048.0,2019-01-01,181,Medium
47161E59IG,27,0,1266230.0,2019-05-10,52,Medium
72447X31GH,55,1,1332492.0,2017-06-04,757,High
72458S23JY,64,0,783126.0,2018-12-24,189,Low
03859K23BB,30,0,674472.0,2017-02-17,864,Low
05410R36GE,27,1,765173.0,2018-03-01,487,Low
35311Y70HO,27,0,750978.0,2018-05-06,421,Low
76221T44DS,32,1,500254.0,2019-02-24,127,Low
63617W98VM,44,0,1447026.0,2018-04-18,439,High
28331I73FO,57,1,1103004.0,2018-03-03,485,Medium
02181D76GP,52,0,1089235.0,2017-06-13,748,Medium
00326C36BI,26,1,838392.0,2018-07-04,362,Low
69103C20MK,38,0,1435527.0,2018-06-22,374,High
59238Z19HJ,27,1,1037168.0,2016-11-01,972,Medium
55470C57KP,32,0,1338166.0,2016-11-04,969,High
64752M63GC,26,0,875745.0,2018-04-23,434,Low
47651Z30CF,31,1,883779.0,2018-04-12,445,Low
07942B41AC,49,0,1925929.0,2018-04-03,454,High
26616K70SH,43,1,1225055.0,2018-03-18,470,Medium
99458C35JI,42,1,872774.0,2018-11-10,233,Low
72269H68FB,45,0,1002553.0,2018-12-31,182,Medium
50732W80DK,51,0,1710219.0,2018-06-06,390,High
80364T69FU,35,1,944896.0,2018-08-04,331,Low
55983O42PX,26,0,1384962.0,2019-06-30,1,High
35999E11LQ,35,0,1097368.0,2018-08-20,315,Medium
37262C15HD,28,0,1444421.0,2018-06-20,376,High
46768A06QZ,49,1,1347490.0,2018-04-18,439,High
19569M12WX,47,1,1577974.0,2017-01-15,897,High
62330R27XI,27,1,1127625.0,2018-07-16,350,Medium
27966K83GB,51,1,957932.0,2019-01-23,159,Medium
30633B41WI,32,1,872500.0,2018-01-16,531,Low
98779Y17ME,39,1,927244.0,2019-04-23,69,Low
60523O78MD,40,1,843580.0,2018-05-20,407,Low
24231F15WP,40,0,1702392.0,2018-08-15,320,High
07994I01IN,40,1,1424324.0,2018-03-04,484,High
09254V75VA,53,0,1985249.0,2017-12-15,563,High
96373S87LK,65,1,789690.0,2018-07-03,363,Low
54393C99JH,65,0,1370560.0,2018-11-27,216,High
28773W55PC,47,1,909767.0,2018-03-13,475,Low
40894L09RG,30,0,903009.0,2017-07-06,725,Low
04793Y33WI,61,0,594126.0,2018-04-17,440,Low
09679Y65XO,45,1,835193.0,2018-06-15,381,Low
34984C81SX,59,0,1691441.0,2018-09-21,283,High
50239T90UK,59,0,505807.0,2018-12-14,199,Low
65252Z56RG,53,0,1933804.0,2019-04-06,86,High
23675H07BU,65,0,1579441.0,2016-10-14,990,High
81341T32GK,48,1,1476097.0,2018-05-27,400,High
28129F34PQ,36,1,1544186.0,2018-11-09,234,High
91962K93SU,41,0,1460085.0,2019-02-06,145,High
04660M63RW,54,0,1005276.0,2018-10-13,261,Medium
84158L11KA,26,0,1076404.0,2017-05-29,763,Medium
57666U97SK,37,1,1307835.0,2018-06-15,381,Medium
70707H43PJ,37,1,1304304.0,2019-03-10,113,Medium
47753N37JK,27,0,863771.0,2018-10-06,268,Low
67212U52XP,42,0,1852717.0,2018-05-02,425,High
01261Z76VG,57,0,522863.0,2018-06-18,378,Low
08826B82TQ,42,1,1147867.0,2016-12-10,933,Medium
50305D58ML,44,0,1652530.0,2017-01-16,896,High
47476U66RW,60,1,783576.0,2018-08-19,316,Low
79491T09BX,30,1,830666.0,2016-10-06,998,Low
13313X89FS,45,1,1533216.0,2019-01-10,172,High
08551B13IO,58,1,1292870.0,2018-10-06,268,Medium
40060S21XR,57,0,985156.0,2018-08-29,306,Medium
96370Y72UU,57,0,916480.0,2018-03-28,460,Low
35381Y71RW,59,0,776994.0,2019-03-22,101,Low
01539D84GE,50,1,1282529.0,2018-05-03,424,Medium
26268V09ZR,57,1,806019.0,2018-03-22,466,Low
18952Q41DW,29,1,935898.0,2018-10-09,265,Low
76399T74DC,65,1,684905.0,2018-05-06,421,Low
12939Z54VD,37,1,1554608.0,2018-01-15,532,High
61464S01WD,29,0,1105542.0,2018-09-16,288,Medium
59452W52ZZ,29,1,602185.0,2018-06-04,392,Low
53022D17DO,58,1,1461316.0,2019-02-26,125,High
21200Q90AP,46,0,1670102.0,2018-02-25,491,High
46490T07CY,63,1,1954688.0,2018-06-01,395,High
17518H93BF,58,0,1387941.0,2018-03-30,458,High
93937U87XP,64,1,655944.0,2018-10-21,253,Low
69221F31EY,46,0,921302.0,2018-08-09,326,Low
67849R96KK,30,0,1248857.0,2018-10-10,264,Medium
13286O13PR,31,0,1110756.0,2018-02-28,488,Medium
40079F13GM,62,1,544226.0,2016-10-15,989,Low
90940I71GD,36,0,1538772.0,2019-03-01,122,High
17292L11IU,38,1,1393320.0,2018-09-11,293,High
23286U85SQ,38,1,1428613.0,2017-05-13,779,High
89795D33EV,65,0,600569.0,2018-01-23,524,Low
43842Y06SE,38,1,1461245.0,2018-11-20,223,High
05219F90DB,57,1,1260106.0,2019-05-16,46,Medium
58595I94ZS,60,1,1089022.0,2018-09-06,298,Medium
01428O51EK,59,1,1333286.0,2019-04-15,77,High
28528F41CA,48,0,1189164.0,2018-07-09,357,Medium
83770T50YA,45,1,1111914.0,2018-11-17,226,Medium
00323S15YL,63,0,1234232.0,2018-01-31,516,Medium
89247W10PD,45,0,1258907.0,2018-04-26,431,Medium
46481D94TQ,35,0,1345825.0,2018-09-25,279,High
53650Z07CG,52,0,929245.0,2018-08-14,321,Low
68581M34TI,44,0,1214941.0,2019-01-19,163,Medium
22192T29UA,27,1,1096939.0,2018-03-09,479,Medium
86248C00VX,65,0,416497.0,2018-12-27,186,Low
50384Q37WA,39,0,1645081.0,2019-02-11,140,High
26279O42BL,33,0,738006.0,2018-06-14,382,Low
26006S58CP,64,1,815767.0,2019-06-19,12,Low
04937W90PZ,59,1,1707404.0,2018-10-16,258,High
45066R30EY,58,1,1316225.0,2019-03-14,109,Medium
80885N66AK,54,1,897127.0,2016-10-28,976,Low
13248D83IH,44,0,849589.0,2018-09-20,284,Low
10414Y53GQ,34,0,1153661.0,2019-05-18,44,Medium
90896S57CU,51,0,1512914.0,2017-04-30,792,High
16092R82AL,62,1,1726119.0,2017-09-18,651,High
85169E90CQ,34,0,1293339.0,2018-12-02,211,Medium
20011Y26VL,40,0,1270608.0,2016-12-09,934,Medium
48773L13DJ,46,1,1166092.0,2018-01-13,534,Medium
60204F36NV,30,0,1329789.0,2019-06-14,17,High
92224C90DQ,48,1,895960.0,2018-04-19,438,Low
40111V99HV,31,1,843568.0,2017-05-04,788,Low
66945B70WG,31,1,731466.0,2018-08-05,330,Low
67844X15AQ,44,1,906394.0,2019-05-04,58,Low
47227T61PP,50,0,835441.0,2018-06-24,372,Low
64095J75LT,33,0,935056.0,2019-03-03,120,Low
70245Y12JU,37,0,1424515.0,2019-03-27,96,High
33560H24RV,48,1,992825.0,2019-01-05,177,Medium
22673R66LX,46,0,1287180.0,2018-04-15,442,Medium
25993N58OK,53,0,1531531.0,2018-07-16,350,High
38807Z18PM,43,1,923632.0,2019-05-04,58,Low
30387M73AU,39,1,923437.0,2018-03-29,459,Low
43448I10FY,50,0,1459815.0,2019-02-01,150,High
73580B01HA,62,1,761401.0,2019-01-11,171,Low
36846T90WT,43,0,1283225.0,2018-04-07,450,Medium
01905H73WA,45,0,1015544.0,2017-12-08,570,Medium
65173L92QT,43,1,945472.0,2019-01-10,172,Low
53019X38HG,36,1,1516774.0,2019-01-22,160,High
92694Q42VF,65,0,537039.0,2018-11-26,217,Low
78911Z61YG,41,1,1018188.0,2018-07-06,360,Medium
59225B67KH,64,0,823505.0,2018-03-08,480,Low
29585F76HF,27,0,1475542.0,2016-12-27,916,High
20023T04ZA,48,1,1426476.0,2018-04-05,452,High
00427J22RR,31,0,1221203.0,2018-02-20,496,Medium
70118P18NZ,59,1,1042297.0,2018-07-08,358,Medium
21907S77NE,65,1,402478.0,2016-12-23,920,Low
93935G99LD,43,1,1376696.0,2018-07-03,363,High
57271T30TF,41,1,1111524.0,2019-02-15,136,Medium
32326D01WX,43,0,1074497.0,2018-12-03,210,Medium
97362R74HZ,42,0,1481027.0,2019-06-17,14,High
