id,curr_age,gender,ann_income,age_car,purchase,income_bracket
11933I63XN,51,1,331088.0,265,1,Medium
11938P65LV,55,0,257897.0,686,1,Low
11939U57XY,54,0,664307.0,52,1,High
11944G04OA,45,0,461338.0,278,1,High
11944Z72XX,65,0,384803.0,869,1,Medium
11949S48UC,44,1,289256.0,452,1,Medium
11951Z88RP,35,1,326707.0,230,1,Medium
11952U29FL,27,0,270429.0,292,1,Medium
11952Y10JC,35,0,263152.0,237,1,Medium
11955T40IW,32,1,498787.0,254,0,High
11963S13PQ,25,1,437451.0,58,0,High
11965B01AP,55,0,622463.0,482,1,High
11965D22QR,32,0,127839.0,386,1,Low
11968Q35EI,34,1,478565.0,13,0,High
11968S49EA,59,0,458289.0,180,1,High
11971O32TK,41,0,647392.0,327,1,High
11972S54UG,31,0,276438.0,137,0,Medium
11972V30HI,46,0,509763.0,47,0,High
11973E92LV,35,0,141801.0,802,0,Low
11973L43LH,53,0,730955.0,833,1,High
11975N08UM,34,0,265483.0,785,1,Medium
11976B46XU,63,0,363236.0,316,0,Medium
11976N66XA,36,0,190023.0,389,1,Low
11978G00YI,56,0,593291.0,196,0,High
11980V74HT,25,1,327518.0,190,0,Medium
11984R16FG,42,0,265440.0,226,0,Medium
11985U36BJ,48,1,366307.0,368,1,Medium
11986B03LE,28,0,267647.0,888,1,Medium
11986Y55JJ,64,1,94373.0,229,0,Low
11996J53EH,33,1,321648.0,457,1,Medium
11999Y53WX,56,0,584227.0,673,1,High
12009P56JE,59,0,782465.0,325,0,High
12016M92II,29,1,192107.0,326,0,Low
12019V15HR,26,0,155954.0,124,1,Low
12021U47OD,44,0,408619.0,13,1,Medium
12028F61HX,38,0,204701.0,345,0,Low
12030U61IJ,31,0,161719.0,588,1,Low
12032P19VD,36,1,419131.0,639,1,Medium
12033V49FZ,46,0,453980.0,280,1,High
12034Q69KW,45,0,309358.0,347,0,Medium
12034V03LL,48,0,191730.0,252,1,Low
12035A14CL,27,0,281018.0,346,1,Medium
12038H85HJ,25,0,143511.0,261,0,Low
12043I32PE,57,0,577830.0,141,0,High
12043V69NG,41,1,603072.0,266,0,High
12051U60RN,59,0,616079.0,110,1,High
12052L03NH,60,1,387613.0,374,1,Medium
12054J49GY,57,1,356336.0,372,0,Medium
12055Z21DJ,32,0,201386.0,180,1,Low
12060M42CJ,27,0,126922.0,949,0,Low
12061L24XA,35,0,223464.0,260,1,Low
12066W62OE,34,1,265147.0,311,0,Medium
12067K78IM,53,1,410000.0,316,0,Medium
12067X85FU,29,1,174373.0,304,1,Low
12071F26HY,27,0,246051.0,598,1,Low
12074C91UP,33,0,101872.0,823,0,Low
12075P78EO,43,0,221511.0,259,0,Low
12076W02NB,61,1,115883.0,131,0,Low
12081D27ZH,57,0,342621.0,279,0,Medium
12083Q51SG,38,0,107674.0,252,0,Low
12087N70FO,38,0,319802.0,416,1,Medium
12088C72MQ,60,0,441084.0,473,1,High
12088S54LB,45,1,518803.0,241,0,High
12089D76QO,44,0,394129.0,295,0,Medium
12090F75LB,40,1,788173.0,212,1,High
12093K80AC,62,0,607312.0,243,1,High
12104S05GL,47,0,394969.0,338,0,Medium
12105A64KV,27,1,320641.0,321,0,Medium
12106M38KO,40,0,500171.0,334,1,High
12107Z40XV,25,1,391587.0,359,0,Medium
12109W11NE,52,0,700186.0,300,0,High
12112R33CL,49,0,397571.0,158,1,Medium
12115C86CL,45,1,424115.0,793,1,High
12116U16LH,38,0,118389.0,68,0,Low
12123H46GK,43,0,195308.0,485,1,Low
12124K90KD,58,1,384293.0,393,1,Medium
12125Y54OC,57,1,310808.0,143,1,Medium
12127E90VW,33,1,280131.0,485,1,Medium
12127X97WH,46,0,355839.0,370,1,Medium
12129C11LV,34,1,245677.0,488,1,Low
12130F90ZF,53,1,332155.0,797,1,Medium
12132C94RJ,44,0,301221.0,140,0,Medium
12132L75GG,32,1,351941.0,360,1,Medium
12135G94QO,25,1,311172.0,41,1,Medium
12135N09UE,63,1,484677.0,469,1,High
12136P83WQ,29,0,191487.0,317,0,Low
12143X46MN,46,0,328220.0,283,1,Medium
12148R84DW,29,0,262212.0,326,0,Medium
12150H89ZJ,57,0,189796.0,426,1,Low
12151Y48DV,53,1,236160.0,466,0,Low
12164V94CF,65,1,413344.0,213,0,Medium
12167F63OJ,29,0,200907.0,415,1,Low
12167T58NW,44,0,275169.0,407,1,Medium
12172T24GW,34,1,284872.0,330,1,Medium
12179K37XU,25,0,220314.0,750,1,Low
12180M61OI,25,0,200324.0,292,0,Low
12183S90DK,26,0,265721.0,383,0,Medium
12184Z12ZV,40,0,144328.0,385,0,Low
12186M11UI,31,1,261360.0,480,1,Medium
12186O35SW,51,1,141003.0,284,0,Low
12187N05RZ,31,1,253059.0,312,1,Low
12191Y22QY,36,0,604995.0,476,1,High
12198G72BZ,56,0,287332.0,354,1,Medium
12198K13TP,39,1,426395.0,263,1,High
12208Z66HH,37,0,275958.0,431,1,Medium
12213T70JZ,57,0,105968.0,201,1,Low
12213X83DW,26,1,310680.0,415,1,Medium
12215J36OC,38,0,509499.0,75,1,High
12216C84TA,44,1,606893.0,146,0,High
12217A91VW,26,0,198794.0,35,0,Low
12218E91CS,52,1,275587.0,214,0,Medium
12220R40RR,43,0,694152.0,1002,1,High
12222J54VS,48,1,454749.0,273,0,High
12222K54CP,52,1,442517.0,26,0,High
12222U60AL,41,0,771027.0,498,1,High
12223W87XM,36,0,311591.0,431,1,Medium
12229T87EJ,59,1,141093.0,455,1,Low
12230D74LH,27,1,185000.0,224,1,Low
12231N06US,57,1,277707.0,860,1,Medium
12241P70GJ,37,0,438982.0,397,1,High
12244L77EY,59,0,397971.0,416,1,Medium
12247A40ID,46,0,500288.0,945,1,High
12251S21AL,34,0,200983.0,475,1,Low
12251X94SJ,48,0,406601.0,216,0,Medium
12252P79TI,60,1,512475.0,394,1,High
12253K70BF,36,0,327847.0,449,1,Medium
12253P72MZ,42,1,403352.0,259,1,Medium
12256J84BT,30,0,187728.0,324,0,Low
12258U55PW,44,0,572507.0,880,1,High
12261N91RE,47,1,407773.0,467,1,Medium
12264D67LR,55,0,607329.0,183,0,High
12268R44MG,40,0,576285.0,466,1,High
12270E90IV,52,1,294307.0,35,0,Medium
12270G46OP,45,0,452172.0,474,1,High
12272L97CI,35,0,294749.0,288,0,Medium
12275A93RR,30,0,218116.0,972,1,Low
12283Q04AC,60,1,426525.0,235,0,High
12284B16AK,42,1,415813.0,906,0,Medium
12287O37MD,31,1,209141.0,487,1,Low
12289R28BX,58,0,628506.0,442,1,High
12290S74RC,27,1,370115.0,279,0,Medium
12292Q85ML,57,0,415544.0,409,0,Medium
12293T57HQ,38,0,468949.0,245,1,High
12294C66AQ,62,0,777227.0,202,1,High
12301Y93VM,51,0,162802.0,273,0,Low
12306P76XH,59,1,80680.0,352,0,Low
12314D93IP,60,0,652380.0,128,1,High
12314G19BN,61,0,111952.0,261,0,Low
12323B20KG,54,0,506466.0,105,1,High
12324A96SX,63,1,428304.0,472,1,High
12324Q15VW,63,0,714347.0,431,1,High
12329B01XL,37,0,755947.0,1007,1,High
12331G73WK,27,0,220078.0,162,0,Low
12335T87XE,26,1,308126.0,436,0,Medium
12345U37XW,41,1,285525.0,130,0,Medium
12347X17QK,60,1,507379.0,295,0,High
12349E07OC,30,0,150095.0,715,0,Low
12350J45VW,32,0,147117.0,775,1,Low
12350M86ZS,39,0,355706.0,331,1,Medium
12352W08TU,33,1,193141.0,398,1,Low
12355T83EX,28,1,459705.0,333,0,High
12359S07QE,29,0,275073.0,262,1,Medium
12360C26OV,49,1,350309.0,428,1,Medium
12368M26DF,44,0,128748.0,398,0,Low
12371O70WW,50,0,699491.0,445,1,High
12375J84CA,46,0,161447.0,233,1,Low
12376I30PB,31,0,112982.0,25,0,Low
12376U87RU,39,0,231572.0,251,0,Low
12385A45ZE,60,1,279424.0,315,0,Medium
12386K52FK,42,0,673272.0,7,1,High
12388V13SU,53,0,215996.0,110,0,Low
12397D20QM,46,0,411001.0,165,1,Medium
12397T70EF,38,1,365003.0,213,0,Medium
12398B64VP,27,1,300846.0,408,1,Medium
12401U64FB,53,1,503701.0,342,0,High
12403G65CQ,52,0,643077.0,626,1,High
12403P14MA,60,0,299666.0,77,0,Medium
12403V80RD,48,1,367381.0,177,0,Medium
12404D74AR,46,0,409299.0,308,1,Medium
12406C56NQ,40,0,680408.0,193,0,High
12407I18PK,25,1,306211.0,380,1,Medium
12409K80LO,47,0,126351.0,464,1,Low
12410U38MU,53,1,107965.0,400,0,Low
12411Z28OL,25,0,234483.0,537,1,Low
12414Q55NS,42,0,358843.0,275,1,Medium
12418X57QF,29,0,245642.0,446,1,Low
12420G18QO,30,0,277936.0,59,0,Medium
12431H12MT,51,1,236339.0,787,1,Low
12435V59PR,54,1,432053.0,252,1,High
12436J65OI,62,1,421989.0,59,0,High
12437E63IV,42,0,400890.0,435,1,Medium
12437K77OT,42,0,660541.0,480,1,High
12439Q18AJ,44,1,410240.0,296,0,Medium
12439T00VR,35,0,120335.0,885,0,Low
12442U49XW,57,0,458616.0,306,1,High
12445W76BG,61,0,358114.0,19,0,Medium
12453B72XN,55,0,79745.0,345,0,Low
12455Y32GF,65,1,433885.0,847,1,High
12456J16IK,62,1,450179.0,175,0,High
12457K96ZT,37,0,598816.0,78,1,High
12457R50ZF,58,0,734715.0,172,0,High
12467Y41SQ,50,0,324729.0,382,1,Medium
12470G51MG,55,0,128203.0,114,1,Low
12471V75CO,26,0,179033.0,838,1,Low
12472W41IL,51,0,85600.0,417,0,Low
12475Q14JP,50,1,351629.0,218,1,Medium
12480M41SD,62,1,355931.0,394,1,Medium
12480Q51NZ,33,1,480248.0,455,1,High
12481O17ZS,62,0,101563.0,288,0,Low
12487B62SL,33,0,226036.0,369,1,Low
12488O31EA,60,1,171939.0,15,1,Low
12489R09MX,55,0,239542.0,227,1,Low
12491C16HU,32,0,295580.0,434,1,Medium
12492D93ZD,31,0,264984.0,339,1,Medium
12497D29XN,53,0,466725.0,299,0,High
12497T75WD,63,0,768760.0,31,0,High
12499T28IW,51,0,385751.0,508,1,Medium
12504A21SZ,40,1,585960.0,718,1,High
12505Z38XH,53,0,90521.0,68,0,Low
12514V61UB,57,0,239878.0,230,0,Low
12516X15YH,60,0,559629.0,256,0,High
12517V79XN,30,0,289407.0,339,0,Medium
12520J75JV,29,0,205853.0,380,1,Low
12520K81QD,26,0,293828.0,309,1,Medium
12524U78QY,62,1,167259.0,343,0,Low
12526A27MY,45,1,374493.0,321,0,Medium
12526W19YI,64,1,382957.0,30,0,Medium
12528B51OK,48,1,399637.0,475,1,Medium
12530O93TR,30,0,113404.0,307,0,Low
12533M66ZM,43,0,747067.0,281,1,High
12535Z41YA,39,0,479501.0,101,1,High
12537R79YS,51,0,341613.0,232,0,Medium
12538K40CC,58,1,226544.0,821,1,Low
12539U72ZQ,48,0,167558.0,468,1,Low
12539X13MG,51,0,280064.0,425,1,Medium
12544B01IQ,45,1,290416.0,236,0,Medium
12546O83RF,34,1,471664.0,417,1,High
12549X16WH,59,0,671918.0,312,1,High
12550X68MM,30,1,352645.0,339,1,Medium
12553H65DT,34,0,247823.0,17,0,Low
12554J16BE,64,1,447027.0,84,1,High
12554J43FE,51,1,436299.0,361,0,High
12558D73QK,65,0,793616.0,224,0,High
12559R31AQ,57,1,410837.0,258,0,Medium
12569H45FH,35,1,345763.0,478,1,Medium
12570N11TQ,25,1,360890.0,402,1,Medium
12570Q37ZK,50,1,488661.0,765,1,High
12571B23AQ,35,1,308675.0,491,1,Medium
12576A11SO,49,1,430165.0,291,1,High
12582F77XB,62,1,132208.0,144,1,Low
12583A40WS,52,0,313840.0,55,0,Medium
12583M49WL,42,0,498635.0,323,0,High
12586Q72XR,34,1,255669.0,496,1,Low
12587B72SC,46,0,358272.0,384,1,Medium
12589Z81QI,60,0,783427.0,935,1,High
12590L57WY,63,0,463440.0,271,1,High
12597E95OV,59,0,502936.0,489,0,High
12600A56LF,61,0,558652.0,73,1,High
12600N22VQ,63,1,143237.0,467,0,Low
12600R70NR,42,0,228007.0,217,1,Low
12600Y57FH,37,1,377979.0,293,1,Medium
12606Z33LD,43,0,559981.0,594,1,High
12608W79MQ,64,1,420664.0,437,0,Medium
12611T22XD,59,0,232617.0,432,1,Low
12612R63OY,56,1,408469.0,296,1,Medium
12614R48XB,35,1,273768.0,394,1,Medium
12629U02JN,32,0,176448.0,334,0,Low
12629X95FP,48,1,319851.0,708,1,Medium
12639Q24PM,64,1,428832.0,19,0,High
12645N05KF,44,0,741077.0,66,1,High
12647A65HC,61,0,168655.0,264,1,Low
12650D19OS,43,0,247954.0,44,0,Low
12651P14JC,60,0,789033.0,927,1,High
12652C36FS,53,1,106171.0,595,1,Low
12654L45YL,25,1,397280.0,447,1,Medium
12654T88GH,46,0,378204.0,247,0,Medium
12657Y17JC,41,0,406450.0,281,1,Medium
12657Y63MZ,50,1,688237.0,457,1,High
12658C52LM,47,1,512755.0,173,0,High
12658Y45MB,27,1,448464.0,287,0,High
12659M46FE,27,1,454848.0,497,1,High
12659S40EH,43,1,407677.0,424,0,Medium
12661A37EV,60,0,372187.0,327,1,Medium
12666T56PH,49,0,268202.0,117,0,Medium
12669N33AK,45,1,537981.0,270,0,High
12670Z55NN,65,1,396723.0,58,1,Medium
12675P92RM,45,0,155849.0,497,1,Low
12676D64TS,54,0,91887.0,230,0,Low
12679B41FK,37,1,612005.0,764,1,High
12683K51RS,52,0,573499.0,193,0,High
12688I44XB,45,1,279904.0,380,1,Medium
12688I98NQ,26,1,401399.0,335,1,Medium
12694T59YW,43,0,739613.0,634,1,High
12695B53RP,52,0,562113.0,166,0,High
12699W21NY,61,0,315408.0,224,0,Medium
12701N69NU,62,1,525176.0,377,1,High
12703R21MX,43,1,651821.0,358,1,High
12704K12NP,58,0,189329.0,440,1,Low
12708L48VJ,29,1,164981.0,27,0,Low
12710W09SA,37,0,300895.0,415,1,Medium
12711W37AH,30,0,171347.0,272,0,Low
12712E95ZJ,47,1,329312.0,7,0,Medium
12714S18CQ,55,1,354152.0,240,1,Medium
12716F28EF,44,1,320120.0,660,1,Medium
12718D12NA,55,0,524610.0,425,1,High
12720G31VB,56,0,792641.0,446,1,High
12723M62KP,38,1,432672.0,427,0,High
12726L62US,59,0,353569.0,850,1,Medium
12727O15PA,60,0,770403.0,365,1,High
12730Q80KL,59,1,403168.0,405,1,Medium
12731K42PY,38,1,327277.0,774,1,Medium
12733F80EA,36,0,236444.0,400,1,Low
12735S50YE,46,0,788688.0,943,1,High
12736E73IF,46,1,312312.0,433,1,Medium
12737W23TM,32,0,210206.0,119,1,Low
12738B42ET,63,0,474357.0,137,1,High
12740L53MB,43,1,272501.0,241,0,Medium
12740Z17TM,49,0,373455.0,439,1,Medium
12742D98SS,30,0,289869.0,349,1,Medium
12743C37DT,33,0,185936.0,204,0,Low
12745B77TC,37,1,386176.0,523,1,Medium
12747Y91DL,41,0,588608.0,948,1,High
12751Z28KW,42,0,306188.0,325,0,Medium
12755X18OB,65,1,212272.0,336,0,Low
12758Y59YU,26,1,229672.0,466,1,Low
12760D16RS,52,1,162555.0,543,1,Low
12760I95QW,32,1,332600.0,242,1,Medium
12760L69EN,65,0,349625.0,94,0,Medium
12765U76JZ,45,0,470625.0,82,1,High
12769U68ZF,41,0,676155.0,318,1,High
12771W51WK,38,0,240302.0,152,0,Low
12773V41BT,27,0,117919.0,259,0,Low
12775F04GU,57,1,288387.0,267,0,Medium
12776C74OX,63,1,342179.0,457,1,Medium
12782F30LW,40,0,434322.0,443,1,High
12782P12RU,40,0,260079.0,370,1,Low
12786G98WO,30,1,306784.0,401,1,Medium
12788F16MZ,64,0,674926.0,942,1,High
12791R21HL,34,1,169099.0,121,1,Low
12791R47AF,28,0,161152.0,145,1,Low
12791V68SQ,48,0,440309.0,203,0,High
12792T05MW,49,1,465565.0,203,0,High
12793Q60SR,30,1,194821.0,319,0,Low
12794R60OZ,41,0,221295.0,168,1,Low
12798D45RT,34,0,134091.0,435,1,Low
12808Z26RL,45,1,540155.0,405,1,High
12813Q40WC,32,1,413764.0,52,1,Medium
12814M19BJ,61,1,91549.0,792,1,Low
12815R28WE,59,0,192471.0,459,1,Low
12820I45GC,48,0,172211.0,137,1,Low
12826C94BX,43,0,275568.0,390,0,Medium
12826X64LL,26,1,242349.0,456,1,Low
12827U81DO,32,1,427313.0,374,0,High
12835D50UV,41,0,115851.0,253,0,Low
12835I48XU,58,0,447850.0,376,0,High
12836J10FI,42,0,282159.0,485,1,Medium
12840F20FI,51,1,401899.0,217,0,Medium
12843B64FY,64,1,376056.0,18,0,Medium
12844D77OQ,64,0,302780.0,365,1,Medium
12851L84TZ,38,0,676453.0,3,0,High
12851M11ZH,32,0,281385.0,454,1,Medium
12852K67QR,45,0,680771.0,452,1,High
12854R57VW,30,0,208809.0,497,1,Low
12854Z89MP,43,0,473280.0,391,1,High
12856A21DY,42,0,732637.0,147,1,High
12858H49DL,31,1,491645.0,382,1,High
12863N31NI,26,1,376046.0,422,1,Medium
12868X10ZR,52,0,134973.0,255,0,Low
12870K75LU,47,1,467168.0,281,1,High
12873D58TD,57,0,308909.0,182,1,Medium
12873G81DT,56,0,489667.0,482,1,High
12875Y85RU,25,0,111825.0,214,0,Low
12877V34VI,27,1,326475.0,225,0,Medium
12880B17WQ,50,0,342099.0,219,1,Medium
12880N44CP,50,0,486775.0,276,0,High
12882S48XG,37,0,549875.0,142,1,High
12884E52JJ,33,0,157494.0,1005,1,Low
12884Q90AY,56,0,656592.0,493,1,High
12891K95IR,31,0,259618.0,441,1,Low
12891Y74MM,63,0,272202.0,94,1,Medium
12893A27HF,36,1,534080.0,347,1,High
12895E53XD,63,1,519757.0,65,0,High
12897O75RR,56,0,649134.0,398,1,High
12899C09GS,38,0,361307.0,460,1,Medium
12899K94EB,25,0,202479.0,982,1,Low
12901Q56OI,54,0,329266.0,577,1,Medium
12903K02FO,59,1,118333.0,963,1,Low
12905U05SK,27,1,339181.0,401,1,Medium
12906S85YX,45,1,301664.0,460,0,Medium
12907T11IV,42,0,122675.0,398,0,Low
12907W73XY,50,1,514784.0,450,1,High
12919A84QW,61,1,395941.0,365,1,Medium
12922I83OH,59,1,138459.0,212,0,Low
12924R35GQ,64,0,338303.0,306,0,Medium
12927K41DH,32,0,294705.0,223,0,Medium
12930F50BS,46,1,397851.0,753,1,Medium
12933F36MM,49,0,395254.0,85,0,Medium
12934L18AH,63,0,796537.0,255,0,High
12947P97LG,43,1,392512.0,458,1,Medium
12948T75LR,26,1,358013.0,440,0,Medium
12949K31RH,26,0,170816.0,238,1,Low
12952S78KQ,28,1,469499.0,340,0,High
12955Z32HC,31,0,271551.0,135,0,Medium
12960O85LP,31,1,434555.0,172,1,High
12960R24EX,60,1,393237.0,230,0,Medium
12961U45ZQ,31,1,486637.0,360,0,High
12962W26FB,61,1,511515.0,667,1,High
12963A47ZD,55,1,485712.0,201,0,High
12966E94UG,44,0,332847.0,406,1,Medium
12968G56OL,29,1,317184.0,380,0,Medium
12971P56BT,33,1,455240.0,288,1,High
12977P68TG,64,1,134731.0,219,0,Low
12978L83WR,63,0,571055.0,466,1,High
12983E85EV,43,0,211244.0,27,0,Low
12983Y03KD,65,1,291035.0,887,1,Medium
12989R24XJ,55,1,184125.0,559,1,Low
12992T36FI,55,1,382085.0,248,1,Medium
12996I07OZ,35,0,100345.0,114,0,Low
12996T22TE,54,1,84805.0,23,0,Low
12997E53IK,55,1,204051.0,427,0,Low
13008O72XZ,43,1,666685.0,370,1,High
13013E63DC,47,1,497261.0,292,0,High
13018F45HQ,41,1,374107.0,229,1,Medium
13019L55EP,37,0,486034.0,23,1,High
13025X39CX,63,1,224013.0,364,1,Low
13026Y35DG,37,0,186001.0,481,1,Low
13028F47CL,25,1,302611.0,271,0,Medium
13028I73NP,47,0,172039.0,284,1,Low
13029T07TF,47,1,753952.0,343,1,High
13034N95HB,56,0,514478.0,937,1,High
13038Y64TU,49,0,489197.0,307,0,High
13039Z71AR,63,0,293493.0,319,1,Medium
13041L83CD,30,0,276628.0,388,1,Medium
13043U98MI,31,1,440084.0,403,1,High
13047I87SU,64,0,190300.0,190,1,Low
13050N50AJ,46,1,640093.0,983,1,High
13064F61NE,38,1,399635.0,628,1,Medium
13068V16UM,27,1,361024.0,238,0,Medium
13076O38YV,65,1,301720.0,256,0,Medium
13076Z75SE,47,1,764773.0,400,1,High
13078L67NA,38,0,733363.0,565,0,High
13080J50WX,65,1,482853.0,371,1,High
13081V90MK,26,0,195446.0,290,0,Low
13082A14OG,56,0,209954.0,473,0,Low
13082G99YJ,46,0,491961.0,333,1,High
13082U89XQ,32,0,287826.0,197,0,Medium
13086Z55BC,42,0,504683.0,580,1,High
13088I18FZ,40,0,372269.0,431,1,Medium
13094O57FP,28,1,392640.0,390,1,Medium
13098I11VE,44,1,479056.0,215,0,High
13101O77RV,31,1,205605.0,113,1,Low
13101U89CJ,51,1,385344.0,581,1,Medium
13105W26FX,35,1,481029.0,355,0,High
13109X11WY,61,1,278072.0,65,0,Medium
13113W35XU,33,0,144693.0,359,0,Low
13117C90RK,52,1,419205.0,231,1,Medium
13125Y82QS,34,0,264188.0,251,0,Medium
13127Q61NX,36,0,187128.0,395,0,Low
13128W37VQ,27,0,284992.0,266,1,Medium
13132I11CY,33,0,155171.0,738,1,Low
13133J34GG,37,0,362451.0,488,1,Medium
13137V13XS,28,1,446886.0,437,1,High
13149Q42TP,29,0,123893.0,109,0,Low
13153H29UI,48,0,139896.0,286,0,Low
13153Z71EN,29,0,119207.0,481,0,Low
13156D23OK,39,0,707880.0,71,0,High
13158B60BB,60,0,84736.0,315,0,Low
13162Z38UP,27,1,359683.0,1,0,Medium
13164T43XR,36,0,104261.0,254,0,Low
13167C90DJ,25,0,215283.0,443,1,Low
13172B71OT,27,0,121116.0,226,0,Low
13176G68QE,52,1,283021.0,46,0,Medium
13176O98WU,42,0,328566.0,254,1,Medium
13176S31GN,35,0,234386.0,251,1,Low
13177C96IR,28,0,298677.0,387,1,Medium
13178J91EJ,53,1,308816.0,357,0,Medium
13179A16CJ,62,0,231503.0,337,1,Low
13179P17IG,43,1,617867.0,757,1,High
13185S30HX,25,1,430256.0,249,0,High
13186J15NP,39,0,472711.0,382,1,High
13188D68CN,38,1,507741.0,465,1,High
13195O82EY,28,0,294752.0,712,1,Medium
13200O90QD,56,0,559184.0,202,0,High
13201D22XR,56,0,329312.0,787,1,Medium
13203E72ET,45,0,192165.0,418,0,Low
13203G18CC,26,0,138484.0,259,1,Low
13203L16KW,39,0,179701.0,289,1,Low
13203W15KV,45,1,282885.0,268,0,Medium
13205D74LY,59,1,402461.0,293,0,Medium
13205J00DH,61,0,501046.0,237,0,High
13206F10KY,30,1,165312.0,326,1,Low
13208D12EU,43,0,204243.0,368,1,Low
13209G42DA,43,0,332463.0,495,1,Medium
13211M91JI,64,0,371769.0,399,1,Medium
13211Q89RT,49,0,319911.0,399,1,Medium
13213P30GP,64,0,731921.0,491,0,High
13216I99JI,38,1,776432.0,761,1,High
13221H01CC,37,0,175692.0,492,0,Low
13222S60XD,64,0,404330.0,195,1,Medium
13224U28ER,46,0,165718.0,54,1,Low
13228I27FH,60,1,368333.0,47,0,Medium
13230J86LS,39,0,438882.0,494,1,High
13230M60HW,59,1,459224.0,435,0,High
13232G43PR,30,0,154806.0,248,0,Low
13239C32SJ,51,0,473322.0,55,1,High
13239C87PV,41,1,337563.0,295,1,Medium
13239Z20KF,25,0,267722.0,377,1,Medium
13240A80FP,26,1,378616.0,216,0,Medium
13243F75GX,40,0,123604.0,453,1,Low
13243X06KG,43,0,462994.0,339,1,High
13245T09GM,55,1,255893.0,494,1,Low
13251P69ZL,40,1,306216.0,54,0,Medium
13253I78CO,51,1,310637.0,435,1,Medium
13254S77CK,48,1,402427.0,445,1,Medium
13255L08TF,34,0,272815.0,386,1,Medium
13255Y17JZ,43,0,165352.0,475,0,Low
13257G45OL,52,1,261912.0,425,1,Medium
13257L58IX,39,0,683677.0,284,0,High
13266Q02RW,35,1,183997.0,450,1,Low
13267I74UT,33,1,342800.0,347,0,Medium
13271B81RT,35,1,181792.0,257,0,Low
13272V28TI,42,0,260156.0,259,1,Low
13273M32WR,47,1,377480.0,123,0,Medium
13275B73MW,26,0,205172.0,137,1,Low
13278K08TR,39,1,742795.0,371,1,High
13278P74KS,56,1,437792.0,330,0,High
13282Z84EL,64,0,578296.0,350,0,High
13288K48MP,34,1,483971.0,395,1,High
13291L57PH,40,0,144699.0,288,0,Low
13292I92LW,43,0,131409.0,314,0,Low
13293U65YE,28,0,234950.0,547,1,Low
13294N88WN,47,0,223492.0,472,1,Low
13295G40DY,41,0,774077.0,243,0,High
13303J92YX,45,0,147375.0,189,0,Low
13305W66AY,33,0,270146.0,40,1,Medium
13309F61HI,63,0,252985.0,746,1,Low
13314L18SV,55,1,274829.0,918,1,Medium
13321J81CO,37,0,228306.0,356,0,Low
13323G27UY,52,1,209944.0,222,0,Low
13331H75JS,26,0,116155.0,92,1,Low
13333G31HO,63,1,403304.0,487,1,Medium
13334R36YL,30,0,255966.0,289,0,Low
13346T72AC,41,0,260266.0,357,0,Low
13348P39QB,26,1,136669.0,485,0,Low
13349D81JU,37,1,752579.0,58,0,High
13349Y94QV,48,0,297166.0,348,0,Medium
13352A11MN,59,0,386997.0,227,0,Medium
13357C50SP,29,1,272109.0,264,1,Medium
13359G45NL,28,1,379041.0,332,0,Medium
13360I92GQ,47,0,393492.0,316,1,Medium
13362I23RI,39,0,100279.0,343,0,Low
13362M54XG,43,0,449389.0,60,1,High
13364U80VL,34,1,161947.0,211,0,Low
13365S86BG,41,0,116149.0,403,0,Low
13367E52GG,41,1,741629.0,278,0,High
13368O64PD,37,1,601584.0,407,1,High
13372B55WX,64,0,194660.0,648,0,Low
13373I09HA,29,1,335432.0,335,0,Medium
13375H13PH,47,0,443015.0,451,1,High
13377N97ML,58,1,308573.0,131,0,Medium
13380G38PF,25,0,204269.0,854,0,Low
13383Z59MV,59,0,291903.0,402,1,Medium
13385L89IR,65,1,306581.0,780,1,Medium
13387V28KO,39,0,269174.0,479,1,Medium
13389R15VN,57,0,561478.0,66,0,High
13390F62YZ,36,0,300856.0,478,1,Medium
13390M39AH,28,1,353251.0,395,1,Medium
13393U87LT,44,0,396281.0,483,1,Medium
13396E68UU,54,0,389691.0,785,1,Medium
13396G82NM,58,1,227757.0,229,0,Low
13396O41KR,25,1,362051.0,358,0,Medium
13397V30NE,26,0,268824.0,264,1,Medium
13399N18JH,31,1,490480.0,494,0,High
13405K99UP,33,1,357037.0,289,1,Medium
13406A59RD,34,1,227507.0,421,1,Low
13414K14IA,47,0,713573.0,374,1,High
13415B39WI,57,0,163736.0,145,1,Low
13416I57IL,42,0,738464.0,428,1,High
13416O46KR,56,0,114953.0,92,0,Low
13418B13XR,47,0,212828.0,73,0,Low
13422K24ZS,33,1,255771.0,260,1,Low
13423K21NZ,28,1,378739.0,427,1,Medium
13427E95WG,37,1,449411.0,391,1,High
13429G32UQ,31,0,235668.0,345,0,Low
13431L16SA,41,0,494266.0,486,1,High
13431Q86VW,38,0,701005.0,92,0,High
13436V71LC,59,0,569078.0,499,0,High
13440K45FF,59,0,289518.0,383,1,Medium
13442W84KJ,60,0,576012.0,361,0,High
13447A96MF,32,0,137526.0,353,0,Low
13449I56XF,57,1,200296.0,220,0,Low
13451Z33LT,39,1,477243.0,22,0,High
13456A77QY,37,1,452571.0,414,1,High
13458M60PT,34,1,440453.0,388,1,High
13458Z50SO,26,1,346109.0,209,0,Medium
13461T77YA,42,1,719779.0,327,0,High
13462L78GZ,37,0,664088.0,927,1,High
13472E67TN,40,0,223494.0,302,0,Low
